,sentence,label,score
219,"healthcare system—including hospitals, health systems,  payers, suppliers, and pharmaceutical companies—to  reduce GHG emissions and build a more climate resilient  healthcare infrastructure.",Environmental - GHG_Emissions,0.9351477026939392
220,"By doing so, we committed to  reducing GHG emissions and to publicly report on progress  as well as develop climate resiliency plans, among other  actions.",Environmental - GHG_Emissions,0.9354839324951172
221,"In recognition of these ambitions and other efforts, Pfizer  was also included in Corporate Knights’ 2023 100 Most  Sustainable Corporations in the World list.",Governance - Business_Model_Resilience,0.2874048352241516
222,' Pfizer is pursuing SBTi validation of our Net-Zero target in 2023.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.1986635774374008
223,Pfizer aims to achieve a 95% reduction in company (Scope 1 & 2) greenhouse gas (GHG) emissions and a 90% reduction in value chain  (Scope 3) emissions by 2040’.,Environmental - GHG_Emissions,0.9684107303619384
224,"Our near term targets, approved by the Science Based Targets Initiative (SBTi), are outlined below:  Target  Reducing scope 1 and 2 GHG emissions  by 46% from a 2019 baseline by 2030  Sourcing 80% of electricity from renew-  ables by 2025, and 100% by 2030  Reducing emissions from upstream  transportation and distribution by 10%  and from business travel by 25% by  2025 from a 2019 baseline  Working to accelerate change across  our supply chain, driving 64% of our  suppliers of goods and services by  spend to also set science-based GHG  emission reduction goals by 2025 Progress  Scope 1 & 2 GHG emissions in 2022 were 1.5% lower than 2021 in spite of production  increases, including the production of PAXLOVID® (nirmatrelvir tablets and ritonavir  tablets)*.",Environmental - GHG_Emissions,0.9620817303657532
225,Emissions for 2022 were 11.2% lower than the 2019 baseline.,Environmental - GHG_Emissions,0.8341391682624817
226,Pfizer sourced 7.8% renewable electricity in 2022.,Environmental - Energy_Management,0.966058075428009
227,"Although emissions associated with the transportation and distribution of PAXLOVID and  the COVID-19 vaccine, transported predominantly by air using cold-chain technologies,  continued to increase, we eliminated approximately 50,000 mt of GHG emissions by tran-  sitioning other product shipments from air to ocean in 2022.",Environmental - GHG_Emissions,0.6917643547058105
228,Travel-related GHG emissions were 78% lower than the 2019 baseline.,Environmental - GHG_Emissions,0.9637994766235352
229,Going forward we  will continue to utilize digital tools as appropriate to limit travel.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.256504625082016
230,Currently 29% of our suppliers by spend have or have committed to develop GHG emis-  sions reduction targets approved by the SBTi.,Environmental - GHG_Emissions,0.9643606543540956
231,Our environmental data included in this ESG Report may include certain estimates and assumptions given data avail-  ability at the time of publication.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.3340045511722564
232,Our finalized 2022 data with additional details will be published on Pfizer's Environ-  mental Sustainability Page.,Governance - Business_Model_Resilience,0.3534981608390808
233,2 Please refer to About this Report for the Emergency Use Authorization (EUA) statement for COMIRNATY® and PAXLOVID®.,Social - Critical_Incident_Risk_Management,0.9721633791923524
234,"22 Pfizer 2022 ESG Report Environment =] Pfizer  — Continued > Performance > Appendix >  Reducing Emissions From Our Operations  As part of our efforts to reduce our overall environmental  footprint globally, our manufacturing and R&D sites  have environmental sustainability plans to reduce  impact.",Environmental - GHG_Emissions,0.3352453112602234
235,"We seek opportunities to design new facilities  or renovation projects with reduced environmental  impact (such as energy consumption, water usage,  and waste management) So we can reduce resource  demand.",Environmental - Energy_Management,0.9386733174324036
236,"For example, we aim to replace equipment  at end-of-life with energy-efficient alternatives.",Environmental - Energy_Management,0.9741986989974976
237,We  invest in no- / low-carbon technologies at our sites and  through power purchase agreements (PPAs) that enable  sourcing of energy from renewable sources.,Environmental - Energy_Management,0.9719703793525696
238,We also  undertake process enhancements within our product  manufacturing to increase efficiency and reduce the  number of process steps and resources required.,Governance - Product_Design_And_Lifecycle_Management,0.962622344493866
239,"In 2021, Pfizer entered into a virtual PPA with Vesper  Energy (Vesper).",Environmental - Energy_Management,0.9253485202789308
240,"Certain market and supply chain issues  have been resolved and we now expect the project  to begin generating power on or before December  31, 2024.",Social - Supply_Chain_Management,0.9515461325645448
241,"Under this 15-year agreement, Vesper will  deliver at least 310 megawatts (MW) of renewable  energy to the grid from the Hornet Solar project in  west Texas.",Environmental - Energy_Management,0.9736538529396056
242,"Once operational, we expect Pfizer’s North  American purchased electricity needs, which comprise  approximately 50% of our electricity use globally, will  be addressed by the renewable energy certificates  generated by this solar energy project.",Environmental - Energy_Management,0.9736817479133606
243,"In 2022, we also continued our efforts to establish a  virtual PPA in Europe and aim to secure renewable  energy certificates and / or additional PPAs to meet our  goal of 80% renewable energy by 2025.",Environmental - Energy_Management,0.9690167903900146
244,"As outlined by our  goals and demonstrated by our commitment to RE100,  we are working to transition electricity generated by our  operations and any remaining purchased electricity to  renewable sources by 2030.",Environmental - Energy_Management,0.973491668701172
245,Accelerating Action Across Our Supply Chain  Pfizer’s scope 3 (value chain) GHG footprint is four times  that associated with the company’s direct operations.,Environmental - GHG_Emissions,0.9591674208641052
246,"Based on this, we recognize action is needed throughout  our value chain to help address the complex threat of  climate change.",Environmental - Physical_Impacts_Of_Climate_Change,0.95598566532135
247,"Procurement of goods and services,  which is essential to producing medicines and vaccines,  is the most significant contributor to our scope 3  emissions.",Governance - Product_Design_And_Lifecycle_Management,0.7306373715400696
248,"Therefore, we urge all our suppliers to commit  to ambitious, science-based GHG reduction targets and  have integrated environmental criteria in our supplier  sourcing, contracting, and performance management  processes.",Environmental - GHG_Emissions,0.9040547013282776
249,"From 2018 to 2021 Pfizer was recognized as a  CDP Supplier Engagement Leader for our work to reduce  environmental risks in our supply chain.'  In November 2022, Pfizer also announced our intention  to join a collective action initiative, Activate, to support  the decarbonization of a major source of GHG emissions  in the pharmaceutical value chain.",Environmental - GHG_Emissions,0.8253365755081177
250,"Through Activate,  Pfizer will work in partnership with peer pharma  companies to accelerate decarbonization in active  pharmaceutical ingredient (API) supply chains.",Social - Supply_Chain_Management,0.8962073922157288
251,Activate  targets sustainability / GHG emission improvements  at API suppliers including Contract Manufacturing  Organizations.,Environmental - GHG_Emissions,0.9384658932685852
252,"Proactive External Engagement  Tackling climate change requires action from all parties  across all sectors, and Pfizer urges governments both  in the U.S.",Environmental - Physical_Impacts_Of_Climate_Change,0.9559369683265686
253,and abroad to establish ambitious climate  policies to stabilize global temperature rise at 1.5  degrees.,Environmental - Physical_Impacts_Of_Climate_Change,0.84836745262146
254,"For additional information on Pfizer's climate action  program, please see our:  * Climate Change Position Statement  * 2022 CDP Climate Change Response  1 CDP Supplier Engagement Leaderboard results for calendar year 2022 were not yet available at the time of publication.",Environmental - Physical_Impacts_Of_Climate_Change,0.928883731365204
255,23 Pfizer 2022 ESG Report Environment Understanding How Climate Change Could  Impact Our Business  We are committed to transparency in evaluating the risks  and opportunities that climate change may present to  our business.,Environmental - Physical_Impacts_Of_Climate_Change,0.9562467932701112
256,"To meet this commitment, we incorporate  the Task Force on Climate-Related Financial Disclosures  (TCFD) framework into our enterprise risk management  governance process and voluntarily report aligned with  TCFD recommendations.",Environmental - Physical_Impacts_Of_Climate_Change,0.8846558928489685
257,See our TCFD Response on  page 74.,Environmental - GHG_Emissions,0.3773538470268249
258,"Wind turbines at Puurs, Belgium Pfizer site.",Environmental - Energy_Management,0.6706673502922058
259,eS Pfizer  — Continued Governance > Performance > Appendix >  Sustainable Medicines  Pfizer has a long history of using the concepts of green chemistry and promoting them  across the industry.,Governance - Product_Design_And_Lifecycle_Management,0.4827035069465637
260,Through scientific innovation we strive to design more efficient  processes that can reduce the environmental impact of our medicines throughout the  product life cycle.,Governance - Product_Design_And_Lifecycle_Management,0.9637916088104248
261,"To expand on this, we are developing sustainable product design principles to transform  the way we work across all modalities in both research and development.",Governance - Product_Design_And_Lifecycle_Management,0.966439425945282
262,"Our intent is to  positively impact our environmental performance by systematically conserving energy,  reducing water and raw materials usage, driving out waste, and embracing circular  solutions where possible.",Environmental - Waste_And_Hazardous_Materials_Management,0.941517174243927
263,"The principles also serve to educate and inform our colleagues,  define key metrics and performance targets, and encourage innovation through  collaboration and partnerships.",Governance - Business_Model_Resilience,0.4230955839157104
264,"Pfizer is conducting representative life cycle assessments (LCAs) for small molecules,  large molecules, vaccines, and devices.",Governance - Product_Design_And_Lifecycle_Management,0.1985905766487121
265,"The output of these assessments is used to  identify areas of focus in development and manufacturing processes, which can help  enable preventative actions where we can have the most impact, with particular  emphasis on GHG emissions reductions.",Environmental - GHG_Emissions,0.9679861068725586
266,24 Pfizer 2022 ESG Report Environment Pharmaceuticals in the Environment  Pharmaceuticals in the environment and antimicrobial resistance (AMR) continue to be  critically important environmental issues for our industry.,Environmental - Ecological_Impacts,0.3457706272602081
267,"Pfizer is committed to limiting  discharge of active pharmaceutical ingredients to wastewater from our manufacturing  processes, using environmental risk assessment methodologies and emission control  practices and technologies.",Environmental - Water_And_Wastewater_Management,0.8530523777008057
268,"As an active member, Pfizer follows the best practices in  the AMR Industry Alliance’s (AMRIA) Antibiotic Manufacturing Standard, published  in June 2022.",,0.3658688962459564
269,"We are on track to meet our goal of achieving the industry published  targets (Predicted No Effect Concentrations) for antibiotics by 2025 and are piloting  innovative wastewater management and treatment practices at several sites, including  manufacturing and supplier sites, to advance our management of wastewater discharges.",Environmental - Water_And_Wastewater_Management,0.9667383432388306
270,In 2022 Pfizer participated in an effort led by AMRIA and BSI Standards Limited to develop  an antibiotic certification scheme that is designed to demonstrate implementation  of AMRIA’s Antibiotic Manufacturing Standard through an independent third-party  certification body.,Social - Product_Quality_And_Safety,0.6934806108474731
271,Pfizer is one of the first companies to participate in the 2023  certification assessment pilot.,Social - Product_Quality_And_Safety,0.3207577764987945
272,Waste  Central to our sustainable medicines program is the minimization of waste across  our sites globally.,Environmental - Waste_And_Hazardous_Materials_Management,0.98423832654953
273,"We pursue process improvements in our research, development  and manufacturing operations through next-generation design projects and the  implementation of green chemistry and other sustainability practices.",Governance - Product_Design_And_Lifecycle_Management,0.7830016016960144
274,"Pfizer sites  consistently seek opportunities to reduce, reuse, repurpose, and recycle materials such  as packaging and plastics.",Governance - Product_Design_And_Lifecycle_Management,0.9406748414039612
275,"For the past four years, we've tracked an internal performance  metric to evaluate our sites’ waste management practices as they relate to the hierarchy  of control of handling waste: avoid, reduce, reuse, recycle, dispose.",Environmental - Waste_And_Hazardous_Materials_Management,0.9846771955490112
276,The metric is used to  drive waste handling decisions to improve the circularity of our sites’ waste streams and  promote minimization.,Environmental - Waste_And_Hazardous_Materials_Management,0.9849112033843994
277,We are also able to use this metric to benchmark our performance  against others in our industry and identify opportunities for improvement.,Governance - Systemic_Risk_Management,0.4587213397026062
278,"Since 2019, we  have reduced the quantity of waste sent to landfill by over 5.4 million kilograms.",Environmental - Waste_And_Hazardous_Materials_Management,0.9843097925186156
279,Pfizer participates in the Pharmaceutical Product Stewardship Work Group (PPSWG) in  the United States and MEDSdisposal in Europe to help enable proper disposal of unused  medicines.,Governance - Product_Design_And_Lifecycle_Management,0.3568972945213318
280,"eS Pfizer  — Continued Governance > Performance > Appendix >  Creating Sustainable Solutions in Memphis  At Pfizer's logistics center in Memphis, Tennessee, we took steps to reduce the environmental  impact of cold chain shipping operations.",Governance - Product_Design_And_Lifecycle_Management,0.8419679999351501
281,"Only about 3% of the single-use Styrofoam containers  being used for cold chain shipments were being returned by our customers for recycling, with  the majority being sent to landfill for disposal.",Environmental - Waste_And_Hazardous_Materials_Management,0.7745459675788879
282,"We replaced the Styrofoam shippers with reus-  able shipping containers that are easily returned and can be re-used over 70 times, reducing  the amount of packaging waste sent to landfill by customers by 90%.",Environmental - Waste_And_Hazardous_Materials_Management,0.9834663271903992
283,Water Stress  The availability of and access to clean water is a basic human need globally and must  be addressed locally.,Environmental - Water_And_Wastewater_Management,0.9779378175735474
284,"In 2022, Pfizer published a Water Stewardship position statement,  which describes our commitment to being good stewards of the water we use to make  medicines, particularly in water-stressed areas.",Environmental - Water_And_Wastewater_Management,0.9753869771957396
285,"To this end, we completed water risk  assessments at all Pfizer sites in 2022 to better evaluate and understand water quality  and scarcity issues across our network.",Environmental - Water_And_Wastewater_Management,0.9766269326210022
286,"As a result of these risk assessments, in 2023 we plan to develop action plans at sites with  elevated risk scores, which include elements such as quantifying water use, implementing  mitigation plans and establishing water conservation targets, protecting water quality,  improving wastewater treatment where necessary, evaluating recycling practices, and  engaging with surrounding communities.",Environmental - Water_And_Wastewater_Management,0.9755717515945436
287,"We will measure progress at our internal sites,  while engaging with our key suppliers in water-stressed areas to encourage them to  develop and implement similar action plans.",Environmental - Water_And_Wastewater_Management,0.9730307459831238
288,"25 Pfizer 2022 ESG Report Pfizer teammates completed a biodiversity related project involving the inventory and planting of  native trees at its Itapevi, Brazil site.",Environmental - Ecological_Impacts,0.977305829524994
289,"CASE STUDY: ITAPEVI NATURE BASED SOLUTIONS PROJECT  As Pfizer sets out on its Net-Zero journey, we recognize the interconnectedness of climate  change, natural systems and biodiversity.",Environmental - Physical_Impacts_Of_Climate_Change,0.634563148021698
290,"Several of our sites around the globe have undertaken  projects focused on protecting and promoting local, natural systems.",Environmental - Ecological_Impacts,0.978690505027771
291,"In recent years, Pfizer  Global Supply colleagues in Itapevi have been working to increase biodiversity by doubling the  number of native trees onsite.",Environmental - Ecological_Impacts,0.9592657089233398
292,"In 2022, an inventory was completed of the more than 2,000 trees  on the property confirming their health.",Social - Employee_Health_And_Safety,0.406683474779129
293,"These trees not only provide additional habitat and  shade, but also help clean the air and act as a carbon sink.",Environmental - Ecological_Impacts,0.9577178955078124
294,"eS Pfizer  At Pfizer, our purpose—Breakthroughs that change patients’ lives—is rooted in achieving social good.",Social - Human_Rights_And_Community_Relations,0.8729234337806702
295,"We know that when we succeed, our  breakthroughs can potentially have life-changing effects.",Governance - Business_Model_Resilience,0.530723512172699
296,We aim to be the solution for illnesses from widespread infectious diseases to conditions  with historically unmet need.,Social - Critical_Incident_Risk_Management,0.2450624108314514
297,"Pfizer is mindful of the urgency of our mission, as the world fights against the spread of deadly new diseases and struggles with inequities in  health outcomes among populations.",Social - Employee_Health_And_Safety,0.2979146838188171
298,Our goal is to leverage partnerships and programs to allow quick and widespread access to our  breakthrough medicines and vaccines across all corners of the world.,Social - Access_And_Affordability,0.3597978353500366
299,"Innovation and Global Health 27  Product Innovation  Equitable Access and Pricing How our approach Sc =6Good Health and Well-Being  wore Ny is We aspire to ensure health and well-being  to social issues , for all at all ages through equitable access to  supports the SDGs medicines and vaccines.",Social - Access_And_Affordability,0.6925873756408691
300,"Healthcare Infrastructure  Gender Equality  We aim to end discrimination against women,  ensure equal opportunities for leadership and  access to reproductive health.",Social - Employee_Engagement_Inclusion_And_Diversity,0.9388712644577026
301,Patient Centric Design  14} More information on  the SDGs here.,Social - Access_And_Affordability,0.4156060218811035
302,"Human Capital 33  Colleague Engagement fi Decent Work and Economic Growth ECONOMIC GROWTH i Growth and Development We promote inclusive and sustainable  economic growth, employment, and decent  and safe working environments.",Social - Labor_Practices,0.7330864667892456
303,"Colleague Diversity, Equity, and Inclusion  Health, Safety, and Well-being  10 2, Reduced Inequalities  ‘=> We empower and promote the social and  v economic inclusion of all, irrespective of age,  sex, disability, race, ethnicity, origin, religion  or economic or other status.",Social - Employee_Engagement_Inclusion_And_Diversity,0.9746153354644777
304,17 rammessrs Partnerships for the Goals & We are working to create new partnerships  to help attain relevant sustainable  development goals.,Social - Human_Rights_And_Community_Relations,0.7095845937728882
305,"Innovation and Global Health  As the global health landscape continues to evolve, so do we, making innovation our greatest tool as we uncover new combinations, designs, and  advances to address an array of challenges.",Governance - Product_Design_And_Lifecycle_Management,0.4808824062347412
306,"But medicinal solutions are only part of the equation: getting vaccines and therapies to patients who need  them, regardless of location, requires innovation in delivery systems.",Social - Access_And_Affordability,0.4352050125598907
307,Pfizer focuses on both aspects of innovation by investing in the right people and partnerships.,Governance - Product_Design_And_Lifecycle_Management,0.4226734936237335
308,Pfizer colleagues continue to break barriers in the  discovery and delivery of treatments and solutions with a relentless focus on providing for underserved and vulnerable communities around the world.,Social - Access_And_Affordability,0.9382177591323853
309,Our strategic public and private partnerships allow for reach and scale when key players are brought together.,Governance - Business_Model_Resilience,0.2678599059581756
310,"Product Innovation  At Pfizer, we measure ourselves by our  relentless pursuit of breakthroughs  that change patients’ lives.",Governance - Product_Design_And_Lifecycle_Management,0.763875424861908
311,This means  prioritizing innovation and accelerating  our efforts to bring solutions to those  who need them at “lightspeed.” We have  been consistently investing in innovation  with a research and development budget  that has grown by more than 70 percent  in less than five years.,Governance - Product_Design_And_Lifecycle_Management,0.294391006231308
312,"As of January 31,  2023, our current pipeline of 110 programs  in development, from Phase 1 through  registration, reflects our empowerment of  scientists, culture of excellence, and deep-  seated drive to deliver on our purpose for  patients.",Social - Access_And_Affordability,0.3502615988254547
313,A greater success rate means the potential  to affect more patients’ lives.,Social - Access_And_Affordability,0.6583841443061829
314,"By the end  of 2022, Pfizer achieved an end-to-end  success rate of 18 percent—from first-in-  human (FIH) to approval at a new molecular  entity (NME) level — which is nearly 10  times our 2010 performance.",,0.2034977078437805
315,This improved  success rate can be largely attributed to a  27 Pfizer 2022 ESG Report years-long narrowing of our therapeutic  focus areas to where we believe we are  equipped to make the biggest impact on  patients’ lives.,Social - Access_And_Affordability,0.3258772790431976
316,"Reduced cycle times, while continuing  our focus on safety and quality, can help  get our breakthroughs to patients faster,  potentially addressing more unmet needs.",Social - Product_Quality_And_Safety,0.8085280060768127
317,Pfizer reduced our median FIH to approval  cycle time for new medicines and vaccines  from nine years in 2019 to approximately  five years in 2022.,Social - Selling_Practices_And_Product_Labeling,0.3042446076869964
318,"Based on an evolving  mix of approvals, including accelerated  development for COVID-19 products, Pfizer  now develops medicines and vaccines  45 percent faster from FIH to approval  compared to 2019.",,0.2718622386455536
319,We work every day to upend the standard  approach to clinical development in areas  with a high unmet need in order to pursue  breakthroughs in vaccines and treatments.,Social - Access_And_Affordability,0.3306497931480407
320,Pfizer’s NME and Biologics License  Application (BLA) approvals reflect a greater  Social proportion of Breakthrough Therapy and  Expedited Regulatory Designations relative  to the industry.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.8132367730140686
321,"* Between 2018 and 2022, 44 percent  of Pfizer NME and novel BLA  applications approved by the U.S.",Governance - Management_Of_Legal_And_Regulatory_Framework,0.4491232335567474
322,"FDA  were designated as Breakthrough  Therapies compared to 30 percent of  industry Center for Drug Evaluation  and Research (CDER) and Center for  Biologics Evaluation and Research  (CBER) vaccine applications approved  over the same period  * Including other FDA designations  involving expedited review between  2018 and 2022, 100 percent of Pfizer  NME and novel BLA applications  approved by the FDA achieved one  (or more) expedited designations  compared to 67 percent of industry  CDER and CBER vaccine applications Digital Innovation  Greater social impact is the result of our re-  lentless focus on productivity, as we get more  life-changing medicines into the hands of pa-  tients and at a faster rate.",Governance - Product_Design_And_Lifecycle_Management,0.2036418914794922
323,"Pfizer is leveraging  digital, data, artificial intelligence (AI), and  machine learning to accelerate innovation in  the interests of patients at every step—from  discovery to clinical development, manufac-  turing, distribution, and commercialization.",Governance - Competitive_Behavior,0.3183256387710571
324,"Technology enhancements like computation-  al modeling and simulation, and quantum  computing capabilities, are making our crit-  ical work faster and more relevant to actual  patient experiences.",Environmental - Energy_Management,0.2647791504859924
325,"In 2022, our digital innovation included  partnering with major retail pharmacy chains  to introduce digital health products that  support patients on their treatment journey,  and applying advanced analytics and AI ca-  pabilities that accelerate access to PAXLOVID,  Pfizer's COVID-19 oral treatment.",,0.4441030323505401
326,Pfizer also  launched an Al-driven program to monitor  and identify counterfeit versions of Pfizer  medicines in real-time to help ensure patient  access to safe and effective medications.,Social - Selling_Practices_And_Product_Labeling,0.2191397845745086
327,"To  deliver these and other innovations at speed  and scale, we accelerated the migration of  our global IT footprint to the cloud from 25  percent in 2019 to 80 percent in 2022.",Governance - Business_Model_Resilience,0.2081611156463623
328,"eS Pfizer  — Continued  Our Innovations Are Guided by Patient Needs  28 ~ RSV vaccine candidate  In 2022, Pfizer received Breakthrough Therapy Designation for our respiratory syncytial virus (RSV) vaccine candidate, RSVpreF, for prevention of RSV-associated lower respiratory tract illness  in both infants, through maternal immunization, and older adults aged 60+.",Social - Employee_Health_And_Safety,0.8488098978996277
329,"With RSV's potentially serious and in some cases life-threatening impacts, RSVpreF has the potential to be the  first maternal vaccine candidate to help protect infants from birth through six months of age, if approved.",Social - Access_And_Affordability,0.4435632526874542
330,"© Pneumococcal conjugate vaccine  or)  ™~ Pfizer received approval from the European Medicines Agency in 2022 for APEXXNAR® [pneumococcal polysaccharide conjugate vaccine (20-valent, adsorbed)], our _ “ 20-valent pneumococcal conjugate vaccine for the prevention of invasive disease and pneumonia caused by Streptococcus pneumoniae in people ages 18 and up.",Social - Product_Quality_And_Safety,0.1636644005775451
331,"— TT \ Following positive results in studies of the pediatric population, the FDA accepted the application for the vaccine for priority review to expand use to prevent infection in  infants in the U.S.",Social - Employee_Health_And_Safety,0.2901757955551147
332,"\ \  -~—@©@ \ \ , , , \ ® Next generation COVID-19 vaccine candidate  \ © \ In the ongoing response to COVID-19, Pfizer and BioNTech have established a long term and multi-pronged scientific strategy with the aim of developing  \ \ \ next generation COVID-19 vaccines to generate more robust, longer-lasting, and broader immune responses against COVID-19.",,0.2200408577919006
333,"+ | |  / / , Ulcerative colitis  Pfizer announced positive Phase 3 results for etrasimod, an investigational, oral, once-a-day (S1P) receptor modulator for the treatment of moderate-to-  / / severe ulcerative colitis—a chronic and debilitating disease with high rates of progression to colectomy.",Social - Employee_Health_And_Safety,0.8450130820274353
334,"In the trial, etrasimod showed an encouraging  we y / balance of efficacy and safety, and could have a meaningful impact for patients, if approved.",Social - Product_Quality_And_Safety,0.5874255895614624
335,"ae __ _—  we -  _  _@ / © Type 2 diabetes  2 = Rising rates of obesity and diabetes carry significant health consequences, as these diseases have increased comorbidity risk.",Social - Employee_Health_And_Safety,0.2153079807758331
336,Pfizer's investigational oral GLP-1receptor _ agonists are designed to address what we understand to be key drivers of these diseases and are showing best-in-class potential.,Governance - Competitive_Behavior,0.340361088514328
337,"While ensuring the compliance with — oO a our high-quality standards and keeping patient safety at the forefront, we are working to accelerate clinical development timelines for these treatment candidates  and, subject to clinical success and approval of regulatory authorities, we hope to be able to provide a convenient oral option for patients alongside currently approved  injectable medicines.",Social - Product_Quality_And_Safety,0.8731899261474609
338,® Oncology  Oncology continues to be another therapeutic area where Pfizer has deep scientific and biologic understanding.,,0.225269615650177
339,"* In 2022, Pfizer's investigational cancer immunotherapy, elranatamab, received FDA Breakthrough Therapy Designation for the treatment of people with relapsed or refractory multiple  myeloma, representing our twelfth breakthrough designation in oncology  * To help patients with advanced prostate cancer—the second most common type of cancer in men—Pfizer is conducting the Phase 3 TALAPRO-2 study, examining a combination  treatment with TALZENNA® (talazoparib), an oral poly ADP-ribose polymerase inhibitor, and XTANDI® (enzalutamide)—an existing standard of care.",Social - Access_And_Affordability,0.1613748967647552
340,"The study showed positive results  with the potential for this combination to become a new standard of care for metastatic castration-resistant prostate cancer, subject to regulatory approval.",Social - Access_And_Affordability,0.2293121665716171
341,"Pfizer 2022 ESG Report Social eS Pfizer  — Continued Environment > Social > Governance > Performance > Appendix >  Innovating for Impact  2022 also brought significant launches and expansions that  provide opportunities for Pfizer to further address unmet  patient needs in categories such as rare hematology, for  example.",Social - Access_And_Affordability,0.2998757660388946
342,"Pfizer completed the acquisition of Global Blood  Therapeutics, Inc., a biopharmaceutical company dedicated  to the discovery, development, and delivery of life-changing  treatments for underserved patient communities, starting  with sickle cell disease.",Social - Access_And_Affordability,0.9430705904960632
343,"A core pillar of our product innovation work is our effort to  help slow the spread of antimicrobial resistance (AMR)—  one of the biggest threats to global health as it can make  infections harder to treat, increasing the risk of disease  spread, severe illness, and death.",Social - Employee_Health_And_Safety,0.4167223274707794
344,As many as 10 million  people could die annually from AMR by 2050.,Environmental - Air_Quality,0.1928590983152389
345,"Pfizer's recognition in the 2022 Access to Medicine AMR  Benchmark reflects our industry-leading and multi-faceted  approach to combat AMR, which includes our own product  pipeline, active stewardship, infrastructure investments,  and comprehensive tracking.",Governance - Product_Design_And_Lifecycle_Management,0.8368659019470215
346,"Pfizer’s ATLAS surveillance  program—one of the largest in the world—provides public  access to both antifungal and antibiotic resistance data,  helping researchers and stakeholders better understand  resistance patterns.",Social - Selling_Practices_And_Product_Labeling,0.1363583505153656
347,"Equitable Access and Pricing  At Pfizer, we measure ourselves not just by the creation  of breakthrough medicines and vaccines, but by the  accessibility of those critical innovations within populations  in need.",Social - Access_And_Affordability,0.4850600361824035
348,Our vaccines and medicines are not able to benefit  patients if they cannot reach or afford them.,Social - Access_And_Affordability,0.7557687163352966
349,"To change  patients’ lives, Pfizer applies a modernized approach to  access, focused on affordability and delivery for patients  with the greatest coverage gaps and out-of-pocket  exposure.",Social - Access_And_Affordability,0.8935011625289917
350,"As aresult of these efforts, in 2022, more than 1.3 billion  patients were treated and / or vaccinated by a Pfizer  product, including COMIRNATY® (the Pfizer-BioNTech  COVID-19 vaccine) and PAXLOVID® (nirmatrelvir tablets and  ritonavir tablets).'  Affordability is along term commitment and must be  embedded in our systems, incentives, and operating  model.",Social - Access_And_Affordability,0.1970386654138565
351,"At Pfizer, this is guided by An Accord for a Healthier  World, which is focused on closing the health equity gap  that persists between wealthy nations and many lower-  income countries.",Governance - Systemic_Risk_Management,0.3706434071063995
352,"Alongside governments and multi-sector  partners, Pfizer is working to co-create scalable, sustainable  solutions to enable greater access to healthcare innovation  for 1.2 billion people living in 45 lower-income countries  around the world.",Social - Access_And_Affordability,0.800385594367981
353,"Additionally, Pfizer's broad-based core methods to reduce  the number of people who cannot afford our medicines  include:  * Advocating with payers, governments, and others in the  healthcare system on behalf of patients to identify and  relieve financial burdens  * Patient assistance and donation programs when  insurance or reimbursement systems fail to provide  affordable access to our medicines  * Innovative financing mechanisms, including differential  pricing, microfinancing, peer-to-peer lending,  subscription models, and flexible payment options,  to help reduce out-of-pocket costs for patients ona  sustained basis  * New technologies that reduce barriers to care and digital  wallets with the potential to pass rebates directly to  patients at the point of sale  We also engage in global commercial access partnerships  with organizations like Gavi, the Vaccine Alliance, where  1 Please refer to About this Report for the Emergency Use Authorization (EVA) statement for COMIRNATY® and PAXLOVID®.",Social - Access_And_Affordability,0.5349104404449463
354,2 Refer to our Performance section for additional details on these figures.,Governance - Management_Of_Legal_And_Regulatory_Framework,0.21704962849617
355,29 Pfizer 2022 ESG Report Social we've agreed to supply up to 930 million doses of  pneumococcal conjugate vaccine (PCV) through 2027 at  its lowest access price.,Social - Access_And_Affordability,0.2516026794910431
356,"In 2022, Pfizer extended this work  through a bid with UNICEF to supply Prevenar 13 to Gavi at  its lowest access price.",Social - Supply_Chain_Management,0.7044061422348022
357,Patients Treated  (including COMIRNATY and PAXLOVIDY  Traditional Channels  1.3b  U.S.,Social - Access_And_Affordability,0.1719018071889877
358,Patient Assistance Programs  75k+  Ex-U.S.,Social - Access_And_Affordability,0.812441349029541
359,"Access and Affordability Programs  1.1m  Global Commercial Access Partnerships  38.5m  Product Donation Programs  31.2mM  eS Pfizer  — Continued Environment > Social > Governance > Performance > Appendix >  COVID-19 vaccines arrive in Botswana  CONTINUING OUR MISSION TO WORK TOWARDS  EQUITABLE GLOBAL ACCESS TO THE COVID-19 VACCINE  In 2022, Pfizer continued our commitment to reach vulnerable  populations where there is demand through a pledge to  make available at least 2 billion doses of the Pfizer-BioNTech  COVID-19 vaccine to low- and middle-income countries  through 2022.",Social - Access_And_Affordability,0.842049241065979
360,"As of the end of 2022, Pfizer met the demand  for the vaccine from these markets, delivering nearly 1.7  billion doses to 112 countries, including South Africa, Kenya,  Rwanda, Jordan, Ukraine, Dominican Republic, Honduras,  Indonesia, Vietnam, and Malaysia—among many others.",,0.2102043032646179
361,We also continue to work closely with COVAX and partners  like the U.S.,Governance - Business_Model_Resilience,0.2853299379348755
