esg_text,labels
"Partnering to Build a Greener Supply Chain  Supply Chain  Performance Evaluation and Quality Checks  Our commitment to a sustainable supply chain extends  to the expectations that we have on our suppliers, and we  conduct monthly audits and visits to ensure that the high  quality and ethical standards are continuously adhered to,  even after engagement.",['Governance - Materiality']
"We engage in frequent and active  communication with our suppliers, such as through our  monthly quality review and half-yearly business review on  performance and product quality.",['Governance - Transparency & Reporting']
"For the monthly quality review, we require our suppliers  to submit their quality reports for the month and monthly  meeting minutes.",['No Label']
"For the half-yearly business review, Razer  conducts a more thorough review and evaluation of our key  suppliers’ performance.",['Governance - Materiality']
"Product Materials  Razer recognises the importance of responsible  procurement and ensuring that our resources and raw  materials, especially hazardous substances, and conflict  minerals, are managed properly.",['Governance - Transparency & Reporting']
"We require all our suppliers  to be compliant with the applicable safety, health and quality  requirement in the locations that they operate in, including  the Restrictions of Hazardous Substances (ROHS2) and  Registration, Evaluation, Authorization and Restriction of  Chemicals (REACH).",['No Label']
"For our products sold in Europe and the  United States, the components used to manufacture them  are compliant with relevant regulations relating to ROHS2,  REACH and Waste Electrical and Electronic Equipment  (WEEE).",['Governance - Business Ethics']
Our raw materials and packaging materials also  come from quality and reliable suppliers who are ISO 9001  and ISO 14001 certified.,['Governance - Transparency & Reporting']
Conflict minerals have been connected to armed conflicts  and human rights violations in the regions of the world  where they are extracted from.,['Social - Financial Inclusion']
"Razer understands the  importance of responsible procurement of our minerals  from conflict-affected and high-risk areas, in a way that  respects human rights, protects human and environmental  health, and combat unethical types of labor from being  employed.",['No Label']
"Our Sustainability Workgroup is establishing a  company-wide policy to guide our approach on the sourcing  of conflict minerals, which outlines our expectations on our  supply chain to procure minerals responsibly and sources  that would indirectly or indirectly fund conflict.",['Governance - Materiality']
Razer Inc.,['No Label']
"became the first consumer  electronics brand to take a firm stand  against deep-sea mining, citing the  incomplete scientific understanding of its  environmental impact.",['Governance - Information Security/ Cybersecurity & System Availability']
"Data Privacy and Security  In today's digital age, a company's most valuable assets  are often intangible.",['Environment - Waste & Pollutants Generation']
"At Razer, the trust and loyalty of our  customers and the security of their data, such as personal  details and payment information, are some of our most  important assets that we do not compromise.",['Governance - Shareholder rights']
"Cyberattacks are constantly evolving, becoming more  targeted, complex, and potentially devastating.",['Environment - Waste & Pollutants Generation']
"As a  leading innovator in gaming hardware and software, Razer  possesses valuable intellectual property and cutting-  edge technology.",['No Label']
This makes us an attractive target for  cybercriminals seeking financial gain.,['No Label']
These increasing  threats place great responsibility on Razer to protect and  secure our most intangible assets.,['No Label']
We prioritize robust  data protection and security measures - constantly  adapting and updating our defenses to stay ahead of  evolving cyber threats.,['Environment - Waste & Pollutants Generation']
We believe a strong defense starts from within.,['No Label']
"Our  comprehensive data protection strategy combines clear  policies with ongoing employee education, fostering a  culture of data security that safeguards your information.",['Environment - Waste & Pollutants Generation']
"The foundation lies in our readily available Data  Classification Policy, accessible through our intranet,  which provide guidelines on baseline security controls that  need to be undertaken to protect data.",['Environment - Waste & Pollutants Generation']
All new employees  are also required to acknowledge and comply with  this Policy.,['No Label']
"Apart from our Policy, we provide regular and mandatory  training to equip our employees with the knowledge and  skills to effectively manage data and mitigate risks.",['No Label']
"The  training covers areas such as secure data storage and  protection methods, ways to recognise and avoid phishing  and hacking attempts, secure data transmission practices,  and effective response and reporting procedures for  data breaches.",['Environment - Waste & Pollutants Generation']
"Before we request any information from either clients or  employees, we clearly outline the purpose of data collection  and how it will be utilized.",['Governance - Shareholder rights']
Only authorized personnel have  access to the personal data we collect.,['Governance - Shareholder rights']
"This information is  handled with the utmost confidentiality, adhering to the strictest  security protocols.",['No Label']
"In all cases, we follow the principles of the  General Data Protection Regulation (GDPR) Data Protection  Policy, whereby information collected are stored securely strict  confidentiality with extremely limited access, and in accordance  with local laws and regulations.",['Governance - Shareholder rights']
"In 2023, we received 0 complaints about  a data breach of customer privacy and/  or loss of customer data received from a  regulatory body that we are aware of.",['Environment - Waste & Pollutants Generation']
APPENDIX   Appendix  GRI Content Index  Statement of use: Razer Inc.,['No Label']
has reported in accordance with the GRI Standards for the period 1 January 2023 to 31 December 2023.,['Social - Customer Relations']
GRI 1 used: GRI 1: Foundation 2021  Applicable GRI Sector Standard(s): Not Applicable  Omission 2022  GRI Disclosures References .,['Social - Customer Relations']
"Requirement(s)  Omitted Reason Explanation  The Organization and its reporting practices  2-1 Organizational details About this Report, Page 10  About Razer, Page 4-7  2-2 Entities included in the  organization’s sustainability About this Report, Page 10  2-3 Reporting period, frequency,  and contact point About this Report, Page 10  2-4 Restatements of information About this Report, Page 10  2-5 External assurance Sustainability at Razer >  ESG Governance, Page 13-14  Activities and workers  2-6 Activities, value chain and  other business relationships About Razer, Page 4-7  Partnering to Build a Greener  Supply Chain, Page 70-73  2-7 Employees Empowering Our People >  Employment and Labor Practices,  Page 50-56  2-8 Workers who are not  employees a,b,c Information  unavailable/  incomplete Razer is working  towards collecting  data on workers  who are not  employees, and  it will be reported  in the subsequent  sustainability  report.",['Social - Community investment']
"| 78  GRI Disclosures References Omission 2022  Requirement(s) R eason Explanation  Governance  2-9 Governance structure and  composition Sustainability at Razer >  ESG Governance, Page 13-14  2-10 Nomination and selection  of the highest governance body Sustainability at Razer >  ESG Governance, Page 13-14  2-11 Chair of the highest  governance body Sustainability at Razer >  ESG Governance, Page 13-14  2-12 Role of the highest  governance body in overseeing  the management of impacts Sustainability at Razer >  ESG Governance, Page 13-14  2-13 Delegation of responsibility  for managing impacts Sustainability at Razer >  ESG Governance, Page 13-14  2-14 Role of the highest  governance body in  sustainability reporting Sustainability at Razer >  ESG Governance, Page 13-14  2-15 Conflicts of interest Sustainability at Razer >  Ethics and Integrity, Page 15-17  2-16 Communication of critical  concerns Sustainability at Razer >  Ethics and Integrity, Page 15-17  2-17 Collective knowledge of  the highest governance body Sustainability at Razer >  ESG Governance, Page 13  2-18 Evaluation of the  performance of the highest  governance body Sustainability at Razer >  ESG Governance, Page 13   REPORT 2023, RAZERINC.",['Environment - Energy efficiency']
Omission 2022  GRI Disclosures References .,['Environment - Energy efficiency']
Requirement(s) .,['Social - Customer Relations']
"Reason Explanation  Omitted  Governance  2-19 Remuneration policies Empowering Our People >  Remuneration Performance and  Benefits, Page 53  2-20 Process to determine Empowering Our People >  remuneration Remuneration Performance and  Benefits, Page 53  2-21 Annual total compensation a,b,c Confidentialiy  ratio Constraints  Strategy, policies, and practices  2-22 Statement on sustainable  development strategy Chairman's Statement, Page 2  2-23 Policy commitments Disclosed throughout the  sustainability report  2-24 Embedding policy  commitments Disclosed throughout the  sustainability report  2-25 Processes to remediate  negative impacts Empowering Our People >  Employment and Labor Practices,  Page 53-57  2-26 Mechanisms for seeking  advice and raising concerns Sustainability at Razer >  Ethics and Integrity, Page 15-16  2-27 Compliance with laws and  regulations Sustainability at Razer >  Ethics and Integrity, Page 17   Appendix  GRI Content Index  Omission 2022  GRI Disclosures References .",['No Label']
"Reason Explanation Omitted  Strategy, policies, and practices  2-28 Membership associations Member of UN Global Compact  Member of UNEP Playing for the  Planet  Member of Institute of Business  Ethics  Member of SGTECH  Stakeholder engagement  2-29 Approach to stakeholder Materiality and Stakeholder  engagement Engagement > Stakeholder  Engagement, Page 19-20  2-30 Collective bargaining Empowering Our People >  agreements Employment and Labor Practices,  3-1 Process to determine material  Materiality and Stakeholder  topics Engagement > Materiality  Assessment Process, Page 21  3-2 List of material topics Materiality and Stakeholder  Engagement > Materiality  Assessment Results, Page 22   Appendix  GRI Content Index  Omission 2022  GRI Disclosures References .",['Social - Community investment']
"Reason Explanation Omitted  3-3 Management of material Ethics & Integrity >  topics Anti-Corruption and Business  Integrity, Page 17  205-1 Operations assessed for Ethics & Integrity >  risks related to corruption Anti-Corruption and Business  Integrity, Page 17  205-2 Communication and Ethics & Integrity > Code of  training about anti-corruption Conduct, Page 15  policies and procedures Ethics & Integrity > Whistleblowing,  205-3 Confirmed incidents of Ethics & Integrity >  corruption and actions taken Anti-Corruption and Business  Integrity, Page 17  3-3 Management of material Building a Green Organization >  topics Waste, Page 27-28  Enhancing Product Sustainability,  Page 41-48  3-3 Materials used by weight Building a Green Organization >  or volume Waste, Page 27-28   Appendix  GRI Content Index  Omission 2022  GRI Disclosures References .",['Governance - Business Ethics']
"Reason Explanation Omitted  3-3 Management of material Building a Green Organization >  topics #GoGreenWithRazer Roadmap,  302-1 Energy consumption Climate Adaptation > Energy,  within the organization Page 39  302-2 Energy consumption  outside the organization  302-3 Energy intensity Climate Adaptation > Energy,  302-4 Reduction of energy Climate Adaptation > Energy,  consumption Page 39  3-3 Management of material Water and Effluents Management,  topics Page 39-40  303-3 Water withdrawal Water and Effluents Management,   Appendix  GRI Content Index  Omission 2022  GRI Disclosures References .",['No Label']
"Requirement(s)  ; Reason Explanation Omitted  3-3 Management of material Climate Adaptation >  topics GHG Emissions, Page 31-37  305-1 Direct (Scope 1) Climate Adaptation >  GHG emissions GHG Emissions, Page 31, 32 & 39  305-2 Energy indirect (Scope 2) Climate Adaptation >  GHG emissions GHG Emissions, Page 31, 32 & 39  305-3 Other indirect (Scope 3) Climate Adaptation >  GHG emissions GHG Emissions, Page 31, 32 & 39  305-4 GHG emissions intensity Climate Adaptation >  GHG Emissions, Page 39  3-3 Management of material Building a Green Organization >  topics Waste, Page 27-28  306-1 Waste generation and Building a Green Organization >  significant waste-related impacts Waste, Page 27-28  306-2 Management of significant | Building a Green Organization >  waste-related impacts Waste, Page 27-28  306-3 Waste generated Waste > Hazardous Waste  Management, Page 28 & 39  Waste > Hazardous Waste  Management, Page 28 & 39  306-5 Waste directed to disposal Building a Green Organization >  Waste, Page 27-28  3-3 Management of material Partnering to Build a Greener  topics Supply Chain, Page 69-73   Appendix  GRI Content Index  Omission 2022  GRI Disclosures References .",['Governance - Business Ethics']
"Reason Explanation Omitted  3-3 Management of material Empowering Our People >  topics Employment and Labor Practices,  Page 50-56  401-1 New employee hires and Empowering Our People >  employee turnover Employment and Labor Practices,  401-2 Benefits provided to full- Employment and Labor Practices  time employees that are not > Remuneration, Performance and  provided to temporary or part- Benefits, Page 53  time employees  401-3 Parental leave Employment and Labor Practices  > Remuneration, Performance and  Benefits, Page 53 61  3-3 Management of material Empowering Our People >  topics Occupational Health and Safety,  Partnering to Build a Greener  Supply Chain > Supplier Selection,  Page 71-73  403-1 Occupational health and Empowering Our People >  safety management system Occupational Health and Safety,  403-3 Occupational health Empowering Our People >  services Occupational Health and Safety,  403-5 Worker training on Empowering Our People >  occupational health and safety Occupational Health and Safety,  403-6 Promotion of worker health Empowering Our People >  Occupational Health and Safety,   REPORT 2023, RAZERINC.",['Social - Occupational Health & Safety']
"1 65  GRI Disclosures References Omission 2022  Requirement(s)  Omitted Reason Explanation  403-6 Promotion of worker health Empowering Our People >  Occupational Health and Safety,  Partnering to Build a Greener  Supply Chain > Supplier Selection,  Page 71-73  403-7 Prevention and mitigation  of occupational health and  safety impacts directly linked by  business relationships Empowering Our People >  Occupational Health and Safety,  Partnering to Build a Greener  Supply Chain > Supplier Selection,  Page 71-72  403-9 Work-related injuries Empowering Our People >  Occupational Health and Safety,  403-10 Work-related ill health Empowering Our People >  Occupational Health and Safety,  3-3 Management of material  topics Empowering Our People >  Training and Education, Page 62  404-1 Average hours of training  per year per employee Empowering Our People >  Training and Education, Page 62  404-2 Programs for upgrading  employee skills and transition  assistance programs Empowering Our People >  Training and Education, Page 62  404-3 Percentage of employees  receiving regular performance  and career Employment and Labor Practices  > Remuneration, Performance and  Benefits, Page 53   REPORT 2023, RAZERINC.",['Social - Occupational Health & Safety']
| 66  GRI Disclosures Omission 2022  References .,['Environment - Energy efficiency']
"Requirement(s)  Omitted Reason Explanation  3-3 Management of material  topics Empowering Our People >  Diversity and Inclusion,  Page 58-61  405-1 Diversity of governance  bodies and employees Empowering Our People >  Diversity and Inclusion,  Page 58-61  3-3 Management of material  topics Empowering Our People >  Diversity and Inclusion,  Page 58-61  406-1 Incidents of discrimination  and corrective actions taken Empowering Our People >  Diversity and Inclusion,  Page 58-61  3-3 Management of material  topics Empowering Our People >  Employment and Labor Practices,  Partnering to Build a Greener  Supply Chain, Page 70-72  3-3 Management of material  topics Empowering Our People >  Employment and Labor Practices,  Partnering to Build a Greener  Supply Chain, Page 70-72  3-3 Management of material  topics Partnering to Build a Greener  Supply Chain > Supplier Selection,  Page 70-72  414-4 New suppliers that were  screened using social criteria Partnering to Build a Greener  Supply Chain, Page 70   Appendix  GRI Content Index  Omission 2022  GRI Disclosures References .",['Social - Human Capital Management']
"Reason Explanation Omitted  3-3 Management of material Partnering to Build a Greener  topics Supply Chain > Product Materials,  416-2 Incidents of non- Partnering to Build a Greener  compliance concerning the Supply Chain > Product Materials,  health and safety impacts of Page 73  products and services  3-3 Management of material Partnering to Build a Greener  topics Supply Chain > Product Materials,  417-2 |Incidents of non- Partnering to Build a Greener  compliance concerning product Supply Chain > Product Materials,  and service information and Page 73  labelling   Appendix  ESRS Content Index  As part of Razer’s preparation for future alignment with ESRS, for 2023 we have begun mapping our disclosures for with ESRS 2  General Disclosures and 7 topical standards most aligned to Razer’s material topics.",['Governance - Transparency & Reporting']
The following table lists the specific disclosures in  our ESG Report 2023 which can be mapped to ESRS.,['No Label']
"Moving forward, we aim to expand the data points we provide, with a view to full  alignment with ESRS.",['No Label']
"ESRS Disclosure Disclosure Topic Reference  BP-1 General basis for preparation of sustainability statements About this Report, Page 10  BP-2 Disclosures in relation to specific circumstances About this Report, Page 10  GOV-1 The role of the administrative, management and supervisory bodies Sustainability at Razer >  ESG Governance, Page 13-14  GOV-2 Information provided to and sustainability matters addressed by the Sustainability at Razer >  undertaking's administrative, management and supervisory bodies ESG Governance, Page 13-14  GOV-3 Integration of sustainability-related performance in incentive Sustainability at Razer >  schemes ESG Governance, Page 13-14  GOV-4 Statement on due diligence Sustainability at Razer >  ESG Governance, Page 13  Partnering to Build a Greener Supply Chain  > Supply Chain, Page 70-73  GOV-5 Risk management and internal controls over sustainability Building a Green Organization > Climate  reporting Risk Management, Page 31-36  SBM-1 Strategy, business model and value chain About Razer, Page 4-7  SBM-2 Interests and views of stakeholders Materiality and Stakeholder Engagement >  Stakeholder Engagement, Page 19-20  SBM-3 Material impacts, risks and opportunities and their interaction with Materiality and Stakeholder Engagement >  strategy and business model Materiality Assessment Results, Page 22  IRO-1 Description of the process to identify and assess material impacts, Materiality and Stakeholder Engagement >  risks and opportunities Materiality Assessment Results, Page 22  IRO-2 Disclosure Requirements in ESRS covered by the undertaking's About this Report, Page 22  sustainability statements ESRS Content Index, Page 10   Appendix  ESRS Content Index  ESRS Disclosure Disclosure Topic Reference  GOV-3 Integration of sustainability-related performance in incentive Sustainability at Razer >  schemes ESG Governance, Page 13-14  SBM-3 Material impacts, risks and opportunities and their interaction with Building a Green Organization > #Go-  strategy and business model GreenWithRazer Roadmap, Page 24-25  E1-1 Transition plan for climate change mitigation Building a Green Organization > #Go-  GreenWithRazer Roadmap, Page 24-25  E1-2 Policies related to climate change mitigation and adaptation Building a Green Organization >  Emissions Management, Page 29-36  E1-3 Actions and resources in relation to climate change policies Building a Green Organization >  Emissions Management, Page 29-36  E1-4 Targets related to climate change mitigation and adaptation Building a Green Organization >  Emissions Management, Page 29-36  E1-5 Energy consumption and mix Building a Green Organization >  Emissions Management, Page 29-36  IRO-1 Description of the process to identify and assess material impacts, Building a Green Organization > Water  risks and opportunities and Effluents Management, Page 38-39  E3-2 Actions and resources related to water and marine resources Building a Green Organization > Water  and Effluents Management, Page 38-39  E3-4 Water consumption Building a Green Organization > Water  and Effluents Management, Page 38-39   REPORT 2023, RAZERINC.",[' Social - Privacy Protection']
"ESRS Disclosure Disclosure Topic Reference  IRO-1 Description of the process to identify and assess material impacts, Building a Green Organization > Waste,  risks and opportunities Page 27-28  E5-1 Policies related to resource use and circular economy Building a Green Organization > Waste,  Page 27-28  E5-2 Actions and resources related to resource use and circular economy Building a Green Organization > Waste,  Page 27-28  S1-1 Policies related to own workforce Empowering Our People > Employment  and Labor Practices, Page 50-56  $1-2 Processes for engaging with own workforce and workers’ Materiality and Stakeholder Engagement >  representatives about impacts Stakeholder Engagement, Page 19-20  $1-3 Processes to remediate negative impacts and channels for own Empowering Our People > Employee  workforce to raise concerns Engagement, Page 54-56  $1-4 Taking action on material impacts on own workforce, and Empowering Our People > Employee  approaches to managing material risks and pursuing material Engagement, Page 54-56  opportunities related to own workforce, and effectiveness of  those actions  $1-6 Characteristics of the undertaking's employees Empowering Our People > Employment  and Labor Practices, Page 50-56  $1-9 Diversity metrics Empowering Our People > Employment  and Labor Practices, Page 50-56  $1-13 Training and skills development metrics Empowering Our People > Employment  and Labor Practices, Page 50-56  $1-14 Health and safety metrics Empowering Our People > Occuptional  Health and Safety, Page 63  $1-15 Work-life balance metrics Empowering Our People > Remuneration,  Performance and Benefits, Page 53  S1-17 Incidents, complaints and severe human rights impacts Empowering Our People > Human Rights,   Appendix  ESRS Content Index  ESRS Disclosure Disclosure Topic Reference  $2-2 Policies related to value chain workers Partnering to Build a Greener Supply Chain  > Supplier Selection, Page 71-72  SBM-2 Interests and views of stakeholders Materiality and Stakeholder Engagement >  Stakeholder Engagement, Page 19-20  SBM-3 Material impacts, risks and opportunities and their interaction with Creating Sustainable Value in  strategy and business model Communities, Page 65  S4-1 Policies related to consumers and end-users Enhancing Product Sustainability,  Page 41-48  S4-2 Processes for engaging with consumers and end-users about Materiality and Stakeholder Engagement >  impacts Stakeholder Engagement, Page 19-20  S4-3 Processes to remediate negative impacts and channels for Materiality and Stakeholder Engagement >  consumers and end-users to raise concerns Stakeholder Engagement, Page 19-20   Appendix  ESRS Content Index  ESRS Disclosure Disclosure Topic Reference  GOV-1 The role of the administrative, supervisory and management bodies Sustainability at Razer > ESG Governance,  Page 13-14  IRO-1 Description of the processes to identify and assess material Materiality and Stakeholder Engagement >  impacts, risks and opportunities Stakeholder Engagement, Page 19-20  G1-1 Business conduct policies and corporate culture Corporate Governance Principles and  Structures, Page 15  G1-2 Management of relationships with suppliers Partnering to Build a Greener Supply Chain  > Supplier Selection, Page 71-72  G1-3 Prevention and detection of corruption and bribery Corporate Governance Principles  and Structures > Anti-Corruption and  Business Integrity, Page 17  G1-4 Incidents of corruption or bribery Corporate Governance Principles  and Structures > Regulatory Compliance,  G1-5 Political influence and lobbying activities Corporate Governance Principles  and Structures > Anti-Corruption and  Business Integrity, Page 17   Razer Inc.’s Sustainability Report for the calendar year ended 31 December 2023  To  The Board of Directors  Razer Inc.",['No Label']
Singapore  We have been engaged by Razer Inc.,['No Label']
"(‘Razer’ or ‘the Company’) vide our engagement letter dated 7 June 2024  to provide limited assurance in accordance with the International Standard on Assurance Engagements (‘ISAE’)  3000 (Revised) — Assurance Engagements other than Audits or Reviews of Historical Financial Information  (ISAE 3000 (Revised)’) issued by the International Auditing and Assurance Standards Board (“IAASB”), on  identified non-financial information included in the Sustainability report of the Company for the calendar year  ended 31 December 2023 (hereinafter referred to as the “identified Sustainability Information”) prepared by  management with reference to the Criteria stated below.",['No Label']
"Identified Sustainability Information  The Identified Sustainability Information included in the Sustainability Report of the Company for the calendar  year ended 31 December 2023, is summarised as below:  .",['No Label']
"SR2023 page  : Material Issue GRI Key Performance Indicator Series y reference  0_7 Employees 50-56  Mechanisms for seeking advice and 15-16  GRI -— 2 General Disclosures 2-26 raising concerns o-  Compliance with laws and 17  2-27 | regulations  Communication and training about  GRI— 200 205-2 anti-corruption policies and 15-16  9205 — Anti- procedures  Economic corruption 2016  Confirmed incidents of corruption 17  205-3 | and actions taken  302 — Energy 302-1 Energy consumption within the 39  GRI — 300 (2016) organization  Environment | 303 — Water and 303-3 | Water Withdrawal 39  Effluents (2018)   305-1 Direct (Scope 1) GHG emissions 31, 32 & 39  GRI -— 300 —  | 305 — Emissions 305-2 Energy indirect (Scope 2) GHG 31, 32 & 39  Environment | (2016) emissions — Location based  305-3 Other indirect (Scope-3) GHG 31, 32 & 39  emissions  306 — Waste 306-3 | Waste generated 28 & 39  (2020)  401 - 401 —4 New employee hires and employee 59  Employment 7 turnover  (2016)  403 - 403-9 | Work-related injuries 63  Occupational  Health and 403—10 | Work-related ill health 63  Safety (2018)  GRI — 400 404 — Training Average hours of training per year 62  , and Education 404 — 1 per employee Social (2016)  405 — Diversity  and Equal 405 — 4 Diversity of governance bodies and 58-61  Opportunity employees (only gender)  (2016)  406 — Non- , oe, Discrimination 406 — 4 Incidents of discrimination and 58-61  (2016) corrective actions taken  Our assurance engagement is with respect to the calendar year ended 31 December 2023 information only  unless otherwise stated and we have not performed any procedures with respect to earlier periods or any other  elements included in the Sustainability Report, therefore, do not express any opinion/conclusion thereon.",['No Label']
"Boundary  Boundary of the report covers Razer’s operations globally, which includes:  e Singapore  e Malaysia - Bangsar South  e Malaysia - Shah Alam  e China - Chengdu  e China - Shanghai  e China - Shenzhen  e Taiwan  e Indonesia  e Philippines - Quezon City  e Thailand - Royal River Place  e US - Irvine  e US - Temecula   e =Brazil  e Germany - Hamburg  e France - Lille  e Turkey  Criteria  The Company has prepared the Identified Sustainability Information included in the Sustainability report by  applying the criterion of “Accuracy” as defined by the Global Reporting Initiative (‘GRI’) Sustainability Reporting  Standards (‘the GRI Standards’) issued by Global Sustainability Standards Board (GSSB), and specific criteria  defined by Razer as being relevant for its sustainability performance.",['No Label']
"Such criteria was specifically designed for  sustainability performance, and the subject matter information may not be suitable for another purpose.",['No Label']
"Management’s Responsibilities  The Company’s management is responsible for selecting or establishing suitable criteria for preparing the  Identified Sustainability Information, taking into account applicable laws and regulations, if any, related to  reporting on the Identified Sustainability Information, identification of key aspects, engagement with  stakeholders, content, preparation and presentation of the Identified Sustainability Information in accordance  with the Criteria.",['No Label']
"This responsibility includes design, implementation and maintenance of internal control  relevant to the preparation of the Sustainability Report and the measurement of the Identified Sustainability  Information, which is free from material misstatement, whether due to fraud or error.",['Environment - Energy efficiency']
Practitioner’s Independence and Quality Control  We are independent of the Company and have fulfilled our other ethical responsibilities in accordance with the  requirements of the) International Code of Ethics for Professional Accountants issued by the International Ethics  Standards Board for Accountants (the ‘IESBA Code’) and have the required competencies and experience to  conduct this assurance engagement.,['Environment - Energy efficiency']
"Our firm applies International Standards on Quality Management (‘ISQM’) 1 - Quality Management for Firms  that Perform Audits or Reviews of Financial Statements, or Other Assurance or Related Services Engagements  and accordingly maintains a comprehensive system of quality control including documented policies and  procedures regarding compliance with ethical requirements, professional standards and applicable legal and  regulatory requirements.",['Environment - Energy efficiency']
Practitioner’s Responsibility  Our responsibility is to express a limited assurance in the form of a conclusion on the Identified Sustainability  Information based on the procedures we have performed and evidence we have obtained.,['Social - Customer Relations']
We conducted our  limited assurance engagement in accordance with the ISAE 3000 (Revised).,['Social - Customer Relations']
This standard requires that we  plan and perform our engagement to obtain limited assurance about whether the Identified Sustainability  Information is free from material misstatement.,['No Label']
"A limited assurance engagement involves assessing the suitability in the circumstances of the Company’s use  of the Criteria as the basis for the preparation of Identified Sustainability Information, identifying areas where  material misstatement is likely to arise in the Identified Sustainability Information whether due to fraud or error,  designing and performing procedures to address identified risk areas as necessary in the circumstances, and  evaluating the overall presentation of the Identified Sustainability Information.",['No Label']
"A limited assurance engagement is substantially less in scope than a reasonable assurance engagement in  relation to both the risk assessment procedures, including an understanding of internal control, and the  procedures performed in response to the assessed risks.",['Governance - Risk & Crisis Management']
"The procedures we performed were based on our professional judgment and included inquiries, observation of  processes performed, inspection of documents, evaluating the appropriateness of quantification methods and  reporting policies, analytical procedures and agreeing or reconciling with underlying records.",['Social - Customer Relations']
included the following:  e Physical site visit to the corporate office for document verification and process understanding.,['No Label']
"e Interviewing senior executives and department heads to understand the reporting process, governance,  systems and controls in place during the reporting period.",['Social - Customer Relations']
e Reviewing the records and relevant documentation including information from audited financial  statements or statutory reports submitted by the Company to support relevant performance disclosures  within our scope.,['Social - Customer Relations']
e Evaluating the suitability and application of Criteria and that the Criteria have been applied appropriately  to the Identified Sustainability Information.,['No Label']
"e Selecting key parameters and representative sampling, based on audit sampling tables and agreeing  claims to source information to check accuracy and completeness of claims such as source data, meter  data, etc.",['No Label']
"e Re-performing calculations to check accuracy of claims,  e Reviewing data from independent sources, wherever available,  e Reviewing data, information about sustainability performance indicators and statements in the report.",['No Label']
"e Reviewing and verifying information/ data as per the GRI Standards;  e Reviewing accuracy, transparency and completeness of the information/ data provided;  The procedures performed in a limited assurance engagement vary in nature and timing from, and are less in  extent than for, a reasonable assurance engagement.",['Governance - Shareholder rights']
"Consequently, the level of assurance obtained in a limited  assurance engagement is substantially lower than the assurance that would have been obtained had a  reasonable assurance engagement been performed.",['No Label']
"Accordingly, we do not express a reasonable assurance  opinion about whether the Company’s Identified Sustainability Information has been prepared, in all material  respects, in accordance with the Reporting Criteria.",['No Label']
"Inherent limitations  GHG quantification, particularly Scope 3 emissions, involves inherent uncertainty due to data variability,  estimation methods, and reliance on third-party information.",['Governance - Board Diversity']
"Scope 3 often uses data from external sources,  which may not always be directly measurable, leading to a degree of uncertainty in reported figures.",['No Label']
"Further,  absence of a significant body of established practice on which to draw to evaluate and measure non-financial  information allows for different, but acceptable, measures and measurement techniques and can affect  comparability between entities.",['No Label']
"Exclusions  Our assurance engagement scope excludes the following and therefore we do not express an opinion/ a  conclusion on the same:  e Any disclosure other than those mentioned in the Identified Sustainability Information section above  e Data and information outside the defined reporting period  e Data related to Company’s financial performance, strategy and other related linkages expressed in the  Sustainability Report.",['No Label']
"e The Company’s statements that describe expression of opinion, belief, aspiration, expectation, forward  looking statements provided by the Company and assertions related to Intellectual Property Rights and  other competitive issues.",['Environment - Decarbonisation/Carbon emissions']
e Mapping of the Report with reporting frameworks other than those mentioned in Reporting Criteria above.,['Social - Customer Relations']
"extent of our procedures, our assurance engagement was not designed to provide assurance on internal  controls.",['Environment - Energy efficiency']
The procedures did not include testing controls or performing procedures relating to checking aggregation or  calculation of data within IT systems.,['No Label']
"Conclusion  Based on the procedures we have performed and the evidences we have obtained, nothing has come to our  attention that causes us to believe that Company’s Identified Sustainability Information contained in the  Sustainability report for the Calendar year ended 31 December 2023, is not prepared, in all material respects in  accordance with the criteria.",['No Label']
Restriction on use  The Assurance statement issued by us shall be prepared and addressed to the Board of Directors of the  Company at the request of the Company solely to assist the company in reporting on the Company’s  Sustainability performance and activities.,['No Label']
"Accordingly, the Assurance Statement may not be suitable for any  other purpose, and should not be used by any other party other than Board of Directors of the Company.",['Social - Human Rights']
"To the  fullest extent permitted by law , we do not accept or assume any liability or any duty of care for any other purpose  or to any other party to whom the Assurance Statement is shown or into whose hands it may come without our  prior consent in writing.",['Social - Customer Relations']
"f  rant Thornton Audit LLP  Public Accountants and Chartered Accountants  Singapore,  27 September 2024  FOR GAMERS.",['Social - Customer Relations']
BY GAMERS-,['No Label']
