esg_text,NER_Results
"Lenovea Group Limited 2023/24 Environmental, Social and Governance Report 4)   A5  rey  5/  64 Labor practices  Health and safety  Diversity and inclusion (D&l)  Employment and talent management  practices  Global philanthropy and community  engagement  The Company’s Human Rights Policy communicates  the organization’s respect for human rights and how it  extends those rights to employees and others directly  or indirectly employed in its supply chain.","{'numbers': ['2023/24', 'A5', '5/', '64'], 'metrics': [], 'dates': []}"
"As a  signatory of the UNGC, the Company upholds and  supports the protection of internationally proclaimed  human rights.",
"The Company does not permit and  takes every action to prevent the use of child labor,  forced labor or coercion, including physical  punishment, in any of its operations.",
The Company’s  Human Rights Policy outlines and commits to the  following practices:  ° Conduct business in accordance with the United  Nations Declaration of Human Rights and the  principles of the UNGC and extend those  requirements to all suppliers doing business with  the Company.,
"Provide access to grievance mechanisms,  investigate allegations, and escalate known cases  of human rights abuse to senior leadership.",
Integrate training and accountability for  respecting human rights across the business.,
° Engage internal and external stakeholders to  address common challenges and advance human  rights practices through continuous  improvement.,
"WE SUPPORT All of the Company’s corporate strategies, practices,  guidelines, and supplier requirements must support  this commitment to human rights.",
"In addition, as a  signatory of the UNGC, the Company upholds the  human rights, labor, and other principles of the  UNGC - including Principle 3 regarding freedom of  association.",
We  recognize that effective social dialogue is essential for  nurturing a positive work environment and promoting  employee engagement.,
The Company is not aware of any cases of child labor  or forced labor at its facilities.,
"Concerns about  possible human rights violations must be reported to  the Company’s management and can also be reported  through the Company’s various reporting channels,  including, but not limited to, the Ethics and  Compliance Office, Human Resources, Internal Audit,  the Legal Department, or the LenovoLine (the  Company’s confidential reporting hotline).",
"The Company’s Whistleblowing and Investigations  Policy outlines the process by which concerns can be  raised, are reviewed and are investigated.",
More information is available in the  Company’s Human Rights Policy.,
"As of the end of FY 2023/24, all  company-owned manufacturing sites Cnot including  new locations with less than one year of labor data)  have undergone audits by independent auditors using  the latest version of the RBA Standards, which are  based on the International Labor Organization (ILO)  Standards which include a review of mechanisms,  controls, and processes in place to prevent child labor  and forced labor at each facility that is audited.","{'numbers': [], 'metrics': [], 'dates': ['the end of FY 2023/24', 'less than one year']}"
Labor practices are also evaluated as part of the  scope of two main business management systems:  Enterprise Risk Management (ERM) and the ESG  reporting materiality assessment.,"{'numbers': ['two'], 'metrics': [], 'dates': []}"
"44 Lenovo Group Limited 2023/24 Environmental, Social and Governance Report  combines joint-venture (JV) partnerships,  company-owned manufacturing, and original design  manufacturer (ODM) capacity.","{'numbers': ['44', '2023/24'], 'metrics': [], 'dates': []}"
The Company adheres to world-class standards for  workplace safety through its Occupational Health and  Safety COHS) Management System.,
"The Company’s  global manufacturing sites are ISO 9001:2015  (Quality), ISO 14001:2015 (Environmental), and ISO  45001:2018 (OHS) certified by an accredited  third-party auditor.","{'numbers': ['third'], 'metrics': [], 'dates': []}"
"As required by these  internationally accepted standards, the management  of objectives and targets at each certified facility  continually foster a safe and healthy work  environment for employees.",
The OHS Management System is also evaluated in the  scope of the Company’s global risk registration  process as part of its Enterprise Risk Management  CERM) program.,
"The ERM program is designed to  enable effective and efficient identification, and  management’s visibility into critical enterprise risks,  including health and safety.",
"Through a process of  planning, education, controls, performance evaluation,  and continuous improvement, health and safety  programs are assimilated throughout the Company’s  global manufacturing footprint.",
The OHS management system involves a hierarchy of  responsibilities and each role has specific duties and  reporting lines to ensure that the organization  maintains a safe working environment for all  employees.,
"Each manufacturing facility reports the  number of industrial injuries, illnesses, and lost days  each month to the Global OHS Team as part of their  KPls.","{'numbers': [], 'metrics': [], 'dates': ['each month']}"
The Company’s recordable injury rate and days  away from work rate data is available in Section  7.0 Consolidated Metrics of this report.,"{'numbers': ['7.0'], 'metrics': [], 'dates': ['days']}"
"ad |  Compliance  Management  MANAGEMENT  SYSTEM  Objectives  OHS-MS Management  ISO 45001  RBA Code ACTION  of Conduct  Incident  Work Safety Investigation &  Standardization Corrective Action  (China sites)  Performance  Evaluation Leadership and  Worker Participation Hazard  Identification  & Risk Assessment  INTENDED  OUTCOMES  Awareness &  Communication  Prevention  & Control Enhancement of  Performance  Fulfillment of  Compliance  Obligations  Achievement  of Objectives  Emergency  Preparedness  CHECK  Lenovo Group Limited 2023/24 Environmental, Social and Governance Report 45  xlpueddy ssaiBoid |qy W9}-6uU07 +sjebue] pue sanioalqo ‘soueUOLeEd SW SOUJeW pajepljosuoy uleyo Ajddns jeqojD + sedUeWIaAOH |elID0G jeJUeWUOIIAUQ Yoda siyj jnogy siaye] sAWNDexy  assigned responsibilities for identifying and evaluating  compliance with national, provincial, and local OHS  legal and other requirements.","{'numbers': ['2023/24', '45'], 'metrics': [], 'dates': []}"
"These applicable requirements are  considered as the Company establishes, implements,  maintains, and continually improves its OHS  management system.",
"These operations and  functions have been broken down into different  categories, which include but are not limited to:  Workplace Safety, Hazard Chemical Safety, Electrical  Safety, Fire Safety, Process Safety and Risk  Assessment, Health Services, and Emergency  Response.",
Hazard identification and risk assessment  One of the characteristics of the OHS management  system is risk-based thinking.,"{'numbers': ['One'], 'metrics': [], 'dates': []}"
"Hazard identification  and risk assessment are always important inputs for  work-related injury, ill health prevention, and  operational controls.",
The Company has implemented  a comprehensive hazard and risk identification  program that assesses the activities and projects  throughout its operations.,
"The program offers a  comprehensive procedure for identifying health and  safety risks, assessing their impact on employees,  recommending corrective actions, tracking required  responses, and communicating the resolution of  challenges.",
This strategy is one method employed to  safeguard the health and safety of employees by  identifying precautionary measures that prevent  work-related injuries.,"{'numbers': ['one'], 'metrics': [], 'dates': []}"
"In FY 2023/24, the Company undertook various  initiatives, such as an annual hazard identification and  risk assessment, monthly assessments of  external/internal issues, routine inspections, specific  risk assessment programs like the automation  equipment safeguarding optimization project, safety  acceptance evaluations, occupational health control  effectiveness evaluations for new plants, and  additional efforts.","{'numbers': [], 'metrics': [], 'dates': ['FY 2023/24', 'monthly']}"
"Health and safety awareness, and  communication  The Company fosters a culture that values health and  safety.",
Employee participation is essential to the  success of health and safety management.,
"The  Company's employee and/or contractor health and  safety awareness programs include, but are not  limited to:  e Orientation: A presentation or video that covers  topics such as health and safety legal  requirements, workplace hazards, emergency  procedures, and employees’ and contractors’  health and safety obligations.",
"Topic-specific training: Topics such as health and  safety awareness, emergency response, electrical  safety, chemical handling, machine guarding,  breast cancer awareness, mental health, stress  and emotion management, dental health, and  more.",
"° Promotion activities: Activities including Safety  Month, ESG Month, Health Week, Well-being  Week, newsletters, safety talks and more.","{'numbers': [], 'metrics': [], 'dates': ['Safety  Month', 'Week']}"
"2023 Breast Cancer Awareness Day at Monterrey,  Mexico Plant  46 Lenovo Group Limited 2023/24 Environmental, Social and Governance Report  prevention, incorporating health and safety-related  standards from the earliest stage of a facility  development and during non-routine tasks and  projects.","{'numbers': ['2023', '46', '2023/24'], 'metrics': [], 'dates': []}"
"In FY 2023/24, the Company’s ‘Prevention  Through Design (PTD)’ process was updated to align  with increased automation equipment on the  production line.","{'numbers': [], 'metrics': [], 'dates': ['FY 2023/24']}"
"PTD offers a roadmap for safety  precautions during new equipment installations and  includes a change management process for locations  integrating new technology, engineering, services, and  materials as a proactive measure to prevent  work-related injuries.",
"In addition, the Company’s ‘Operational Planning  Control’ procedure guides each site on operational  health and safety control approaches.",
"Operational  controls are methods, systems, processes, and  equipment that safeguard human health and safety.",
"These can be: special equipment protection;  containment or isolation arrangements; alarms and  automatic shutdown or shutoff mechanisms;  treatment processes; communication requirements  and warning signs; instructions and procedures;  training programs, and more.",
Prevention &  precaution culture Prevention through  Design  Prevention-first  strategy  Change  management Operational  Controls  GOOD HEALTH  AND WELL-BEING  bf Performance evaluation  Management assesses the performance of its  manufacturing sites to ensure health and safety  objectives are being met.,
"These evaluations consist of:  e Conducting monthly assessments of health and  safety KPI performance to ensure the sites are  on track, correct any identified deviations, and  helo meet the targets as needed;  ° Organizing a monthly global manufacturing ESG  meeting to share updates on manufacturing site  performance, best practices, and lessons learned;  e Conducting quarterly Lenovo Manufacturing &  Engineering (LME) ESG Committee review  meetings;  e Conducting internal audits of manufacturing  sites, including site self-assessments; and  .","{'numbers': [], 'metrics': [], 'dates': ['monthly', 'monthly']}"
Organizing periodic management reviews for  each manufacturing site.,
"The  Company’s Emergency Response Team (CERT)  collaborates with the facilities to design an emergency  plan that specifies the appropriate response to  unexpected events, minimizes related risks, and  ensures the safety of employees.",
This process is  further supplemented by providing skills that include  first aid and cardiopulmonary resuscitation (CPR)  training.,"{'numbers': ['first'], 'metrics': [], 'dates': []}"
"To further enhance preparedness, one of the  Company’s manufacturing sites has designed and  applied digital applications to enhance emergency  response efficiency and emergency management.","{'numbers': ['one'], 'metrics': [], 'dates': []}"
"Lenovo Group Limited 2023/24 Environmental, Social and Governance Report 47  xlpueddy ssaiBoid |qy W9}-6uU07 +sjebue] pue sanioalqo ‘soueUOLeEd SW SOUJeW pajepljosuoy uleyo Ajddns jeqojD + sedUeWIaAOH |elID0G jeJUeWUOIIAUQ Yoda siyj jnogy siaye] sAWNDexy  working conditions at all its manufacturing locations  are safe, workers are treated with respect and dignity,  operations are environmentally sound, and business  operations are conducted responsibly and ethically.","{'numbers': ['2023/24', '47'], 'metrics': [], 'dates': []}"
"In  support of this commitment, the Company has  implemented programs and practices to ensure that  its manufacturing sites comply with the RBA Code of  Conduct.",
"Additionally, the Company is working to achieve RBA  Validated Audit Program (VAP) and Factory of Choice  (FoC) recognitions at its manufacturing sites as it aims  to demonstrate social and environmental leadership.",
"The Company also conducts internal audits, ISO  certification audits, and customer requested audits.",
"During the RBA VAP audits, independent auditors  assess the sites’ health and safety practices in addition  to other ESG-related topics.",
"As of the end of FY  2023/24, all company-owned manufacturing sites (not  including new locations with less than one year of  labor data) have undergone the RBA VAP.","{'numbers': ['2023/24'], 'metrics': [], 'dates': ['less than one year']}"
"Responsible Business Alliance certificates  A 4 > Responsitle Business Adare  \w?7 Rte ter ne  Recog vic het  Lenovo infcemation Products (Shenzhen) Co., Lid  Rutarg 16 Lenovo Irovaton Part (ch Rost (cucu Kete Siewet  Oust Sreruten Coy Crna Sherznen Guangdong $18107  owe  Cone the RBA 4 Program.","{'numbers': ['4', '16'], 'metrics': ['18107'], 'dates': []}"
"echsaving SILVER  Status without any prorty Sindings, eamming 2 score of 175.4  Vaidated AuGt Report WAM.20240122-CHO1A08- 12  Auta Gate, Jerwary 22, 204  Cortticate inoue Gate: february 17 2004  Cupiretion Gate: Jeruary 23, 2028  Ye —  vhs  <> Responsible Business Alliance  \w* ee es  Recognton fer  Lenovo Sy Technology (Shenzhen) Co., Ltd  Guiding 6.","{'numbers': ['2', '175.4', '12', '204'], 'metrics': [], 'dates': ['february 17 2004']}"
"Lenowo eowstion Pat, Udy Moed Loucun Nintw Sreet 6  Omtnct Shersher Cty Chine Shenton Guangdong 5165  owe  Completed the RIA A Program.","{'numbers': [], 'metrics': [], 'dates': ['5165']}"
"ectveving SAVER  Status without any pronty findings, eaming a score of 178.4  Validated Audit Report: VAR 20MOIM-CNOLADID  Awd date: Jarwary 4, 2004  Certificate inaue date: February ©).","{'numbers': ['178.4'], 'metrics': [], 'dates': ['4, 2004', 'February']}"
"2024  Cxpiestion date: January 25, 2026  [ 8  E A 4 > Responsible Business Alkane Nw i ed  Recognton er  NEC Personal Computers, Lid.","{'numbers': ['2024', '8', '4'], 'metrics': [], 'dates': ['January 25, 2026']}"
A el oor Yamagem #hl0620 —  Completed ne RIA Vetted Avot Process achewng GOLD Stata  witout ety Prerty oF Mager fedings caning a score of 196.6  Vemteted Ante Sepert VAR eRe COL  et Ct Oy HN  Corwicane mews Game where  Cope eten Gee kee OS  7s  <p> Fesporaitle Business Abance  Sw’ Bee een  Recogror Pat  Motorola (Wuhan) Mobility Technologies C Co.,"{'numbers': ['196.6', '7s'], 'metrics': [], 'dates': []}"
THR Gomun 40 Raed Devtste Myptewk Tone Wuhan PR Che 2 aE  4mory  Nee  Coepinted he REA Vakiated Assesarvery Progra=.,"{'numbers': ['40', '4mory'], 'metrics': [], 'dates': []}"
actveving SL VER  Statve without any prorty Sndings earning @ score of 175 4  Vetedeted Anndt Report: WAM.,"{'numbers': ['175 4'], 'metrics': [], 'dates': []}"
0D0TD) ON-COA0TS Ce ee  Corttoete weer Gee August 8 207)  Expiration Gee Auguat 2 2005  LCPC (Pete!) Electronics Technology Co.,"{'numbers': [], 'metrics': [], 'dates': ['2 2005']}"
"Lid  Hote Econneren & Toxtwutngnel Oowsingemerd Aree m Arius Prmarwe 2 Kh rare ho aero 3188-1 Vue Paes ( Ported Lore) Peete Antes F308""  _—  Corngueted he REA Viakdtated Assessrery Program actmeving Sil  Status without ety priorty findings earung « score of 187 1  Vebtatet Audit Regent CAR OTIC  Avi dete Ave 1 2D  Corticete neue dete: Ame 0 200)  Cupretor dete.","{'numbers': ['187 1', '1 2D'], 'metrics': [], 'dates': ['3188-1 Vue Paes ( Ported Lore']}"
Apri 28 2005 yi oma  K Reed 28 ALE ing Tk Ue Poet 27 wr  Compieted Ne RBA Vesneted Avot Process.,"{'numbers': [], 'metrics': [], 'dates': ['28 2005']}"
"aotverny SAVER  States without any prorty Siedings, eaning 4 score of 175.4  vee a  De ete ge ED  Cortfinete meee tote Sepeeree 0 FOE)  Exporter dete Augunt 11 2005  oe!","{'numbers': ['4', '175.4', '11'], 'metrics': [], 'dates': ['2005']}"
"nt 10 ee  et fans are Pommey Wet Ne Cowra 77D""!","{'numbers': ['10'], 'metrics': [], 'dates': []}"
"oe  (Compreted he RBA Vatcated Acct Process acturving PLATO Ad Stata  Cllr Ot Prerty Caper and mon Cir earrerng 0 ore of TOO  Wanted hat Repent VAM TEEN) UCR»  Rett tate arn HM Commas meet Gate Marc I mnie  Cugwence tate Mey 1) DOCS  Ce,  48 Lenovo Group Limited 2023/24 Environmental, Social and Governance Report   recognition for company-owned manufacturing sites  in FY 2024/25, barring force majeure.","{'numbers': ['48', '2023/24', '2024/25'], 'metrics': [], 'dates': []}"
The RBA FoC designation is intended to recognize  manufacturing sites that fully commit to the RBA  Code of Conduct and demonstrate leadership through  impact and transparency.,
A VAP with a minimum score of 160 and all  priority findings must be closed;  .,"{'numbers': ['160'], 'metrics': [], 'dates': []}"
At least one RBA-Certified Factory Lead; and  .,"{'numbers': ['At least one'], 'metrics': [], 'dates': []}"
"A functioning worker forum to provide feedback  to management that results in workplace  changes  Recognition that  Motorola (Widen) Mobedity Techrologes C  MO 29h Geom oth Rood, Lawtahe btgh tech Lone, Wher, 4 poo ry PRO  completed the RBA ® Factory of Choice  One-Star Level  AwerdiD* = NoeghrVkOLOg  tesve date: Febrwary 01, 2024  Dapiration date: August 02, peas  A a A oe or oe ee ee rd  A  Sw?","{'numbers': ['4', 'NoeghrVkOLOg'], 'metrics': [], 'dates': ['Febrwary 01, 2024  Dapiration', 'August 02']}"
"68, a ee  completed the RBA ® Factory of Choice  One-Star Level  Award iD* baeChatiwngasks  Ispve Gate: December 26, 2003  Expirstion Cate: June 96, 2005  TS erly Ue ered, weed on rma be FO Gree quretetaren oy  Lenovo Group Limited 2023/24 Environmental, Social and Governance Report Recognition that  Lenovo Manvfecturing kft.","{'numbers': ['2023/24'], 'metrics': [], 'dates': ['68', 'December 26, 2003', 'June 96, 2005']}"
"K Gped str 8, ULig bulbding sang, Ube, Poot, sag orn  completed the RBA® Factory of Choice  One-Star Level  Award 10% GAYPVpoppatsS  leewe detec Jerwery 22, 2004  Capration dete: Avgust 11, 2005  fu verry tha seared new of amet ws /OL@ espe utters a5  Lenovo Tecnologis Brasil Lede - 1OU  terete (DT pps Entrete Gus Letter eM pen, Beirve de Lepenet,  “a 0 eM eearene  completed the RBA® Factory of Choice  One-Star Level  AmardiD* Mbceg VEX Wigor  tewe Gate: Apel 26, 2033  Cupiration dete: february 08, song  Se er Py On mek ed oe rd OO Fore tte es oy  Recogmtion that  LCFC (tefed) Electronics Technology Co., Ltd  Nie.","{'numbers': ['0'], 'metrics': ['10%'], 'dates': ['2004', '26, 2033  Cupiration', 'february 08']}"
"Aote & Bnet Previews, —  completed the RBA ® Factory of Choice  One-Star Level  Award ©*: lexypDiP KS pwn  tswe date: August 14, 2023  Expretion date: Apri 2), 202%  Tle ety the ceed ed omet eN B ge nwrren wy  xIpueddy sseaiBoid |qy Wa}-6u07 + sjebue] pue sanioalqo ‘soueWOLeEd SW SOUJOW pajepllosuoD uleyo Ajddns jeqojD seduUeWIaAODH |elID0G JeJUeWUOIIAUQ Yoda siyj jnogy siaye] sAWNoeXxy  achieved Fitwel Viral Response Certification.","{'numbers': ['2'], 'metrics': ['202%'], 'dates': ['August 14, 2023  Expretion']}"
"lfitwel  ee  8 eT Oem Peer ere  Seo Paulo in Brazil  is Viral Response Approved Wit a  Ni Salad ee ee oe ee eee ee ee ee ee ee In December 2023, the Company's Hefei, China plant  was awarded ‘Health Enterprise” by the local  government.","{'numbers': ['8'], 'metrics': [], 'dates': ['December 2023']}"
fy I i AE A aE BH 2  fy With BF LAG AG  Aoi i JE aS WBE aay  HE SEE EPA Mae bee yd Hem AA  fey pat LU beccra ea eae) Vane  4&7 BUe (2023) 153 &  50 RPE FRAPPR ZS SE 18 3K TAHT “BEBE RL” Mit  AB (#.,"{'numbers': ['153', '50', '18'], 'metrics': [], 'dates': ['2023']}"
"LK  — {| —  2023 AEE ANE “ERED IL” 426  FS ita BER  14 KE (GIR) BTA ARA Al BAR  Lenovo Group Limited 2023/24 Environmental, Social and Governance Report  Amidst the dynamic landscape of an evolving world, Lenovo's diverse, global workforce fortifies our capacity  for innovation.","{'numbers': ['426', '14', '2023/24'], 'metrics': [], 'dates': ['2023']}"
Diversity is not merely a facet of our organization; it is ingrained in our DNA.,
"As a global  technology powerhouse operating in 180 markets, our 69,500 employees mirror the diversity of our customers.","{'numbers': ['180', '69,500'], 'metrics': [], 'dates': []}"
"While our global diversity has always been a differentiator that’s core to our success, we can never take it for  granted.",
"We are persistently working towards our executive representation goals for FY 2025/26, working to reach 27%  female executive representation globally and 35% representation of executives from historically excluded  groups in the U.S.","{'numbers': ['2025/26'], 'metrics': ['27%', '35%'], 'dates': []}"
The business benefit of diversity hinges on fostering a culture of inclusion.,
"At Lenovo, collaborating within a  global environment is integral to our daily operations.","{'numbers': [], 'metrics': [], 'dates': ['daily']}"
Tangible evidence of our inclusive culture is demonstrated through our highest-ever employee  engagement score on our annual Lenovo Listens survey in FY 2023/24: a record number of employee resource  groups (ERGs) supporting and engaging employees; and our recent Self-ID campaign.,"{'numbers': [], 'metrics': [], 'dates': ['FY 2023/24']}"
"We are proud of our D&l  efforts and the recognitions they’ve received from world-class indices and organizations including Bloomberg,  Disability:IN, the Human Rights Campaign, and Workplace Pride.",
Diversity and inclusion are not just for our workforce: we also embed them in our product design.,
"Since  launching in 2019, our Product Diversity Office (PDO) is on-track to review 75% of our products by FY 2025/26  with specialized teams that focus on diversity, research, accessibility, and artificial intelligence (Al).","{'numbers': ['2025/26'], 'metrics': ['75%'], 'dates': ['2019']}"
One  example of the PDO’s impact is Lenovo’s ThinkPad keyboard.,"{'numbers': ['One'], 'metrics': [], 'dates': []}"
"By testing our products on  users of different backgrounds, we demonstrate an equal commitment to diversity.",
"As Al leaders, we champion its democratization by integrating inclusive practices into our products,  policies, and practices.",
"Guided by Lenovo’s vision to provide smarter technology for all, our diversity and inclusion programs will  continue to work for more representation, inclusivity, and innovation for all.",
"With the support of the Diversity &  Inclusion Board and the passion and energy of employees around the world, we will continue our pursuit of  smarter technology that truly includes and benefits everyone.",
"Crosslin  Vice President, Chief Diversity Officer and President, Lenovo Foundation  Lenovo Group Limited 2023/24 Environmental, Social and Governance Report 51  xlpueddy ssaiBoid |qy W9}-6uU07 +sjebue] pue sanioalqo ‘soueUOLeEd SW SOUJeW pajepljosuoy uleyo Ajddns jeqojD + sedUeWIaAOH |elID0G jeJUeWUOIIAUQ Yoda siyj jnogy siaye] sAWNDexy  and Inclusion Board.","{'numbers': ['2023/24', '51'], 'metrics': [], 'dates': []}"
"The D& Board is cornprised of  ten senior leaders from across the Company's  business urlts and Geographies, inclusive of the  Company's Chief Diversity Officer, Calvin Crosslin.","{'numbers': ['ten'], 'metrics': [], 'dates': []}"
Board serves as counsel to the Company’s  diversity and inclusion strategy and helps to drive  accountability across the Company with the vision of  leaciing intelligent transformation by celebrating the  strength of a diverse workforce and bullding an  inclusive culture where everyone can thrive.,
"Through  quarterly meetings and ongoing cornmunications, the  D&l Board has aciopted a four-nillar strateay designed  to foster greater diversity and inclusion, which airs  to:  >) Bulid inclusive leadership behaviors;  2) Foster diverse and inclusive systems:  3} Ensure accountability;  4) Yallthe Company’s uniaue diversity and inclusion  story.","{'numbers': ['four', '2', '3', '4'], 'metrics': [], 'dates': ['quarterly']}"
"CHL PS  Assembling a diverse workforce that achieves its full  potential through an inclusive culture is fundamental  to the Company's competitive success, A key element  in the Compary’s workforce diversity orcorams is the  comimtment to equal employment opportunity and to  orohibit discrimination, harassment, and similar  inappropriate behavior in the workplace.",
"The  Company's policy and Cade of Conduct carnmit to  providing a work environment free of ciscrimination  and harassment based on race, color, gender, religion,  age, nationality, social or ethnic origin, sexual  earientation, gender identity or expression, marital  status, pregnancy, disability, or veteran status.",
Campany policy prohibits management from making  employment decisions based on such characteristics.,
Diversity and inclusion have been the building blocks  of the Company's histery and are among its greatest  strengths.,
Its diverse team of oeople and locations  enables collaboration and sharing across borders and  encourages the Company to adopt the best practices  in the markets if serves.,
"Vas ale tse: So areal sont oxen speae esis syen alec YY OFREG TOWAFOS PGSAYT QEeMeranon Qaas  After meeting the Company's 2020 executive  representation targets, the Company established new  goais to further advance its executive representation  of women globally and U5 historically excluded talent  by FY 2025/26.","{'numbers': ['2025/26'], 'metrics': [], 'dates': ['2020']}"
"After exceeding its 2020 goal for  executive representation of warnen (20 percent  representation target, 2] percent achieved), the  Company set a new target to reach 27 percent  executive representation of women by FY 2025/26.","{'numbers': ['2025/26'], 'metrics': ['20 percent', '2] percent', '27 percent'], 'dates': ['2020']}"
"Additionally, after exceeding the Company’s goal of  US executive representation of historically excluded  talent in 2020 (28 percent representation target, 29  percent achieved), the Campany is working to achieve  35 percent executive representation of historically  excluded talent by FY 2025/26.","{'numbers': ['2025/26'], 'metrics': ['28 percent', '29  percent', '35 percent'], 'dates': ['2020']}"
"The Company’s ESG  KPis include Diversity and inchusion KPIs, which can  be referenced in later sections of the report.",
"The longest-running  programs include the Wornen’s Leadership  Davelooment Program (GVLDP) te develop women for  executive roles, and the Mosaic Leadership  Develooment Program (MLDF) which aims to develop  talent from historically excluded groups for executive  roles.",
"Both programs directly contribute to the Cormmparny’s  progress toward the executive representation KPis  and follow a similar timeline of leadership education  and training, 360 assessments, and coaching.","{'numbers': ['360'], 'metrics': [], 'dates': []}"
"This  year, the MLDP program acopted a hybrid format,  while the WLDP program continued to be entirely  virtual.","{'numbers': [], 'metrics': [], 'dates': ['This  year']}"
"The WLODP and its success have helped with  the development of new prograrns and strategies to  attract, retain, and develop diverse women talent.",
"Upon compietion of the program, 41 percent of  program participants have been orormoted from the  program’s first seven cohorts.","{'numbers': ['seven'], 'metrics': ['41 percent'], 'dates': []}"
"52 Lenovo Group Limited 2023/24 Environmental, Social ancl Governance Report  Gender-Equality (2 Workplace  Pride THE INTERNATIONAL  PLATFORM FOR LGBTIQ+  INCLUSION AT WORK  mame | BEST PLACE TO WORK FOR [Xm wl | DISABILITY INCLUSION >  100 DISABILITY EQUALITY INDEX  Creating a diverse talent pipeline  ATTRACT  The Company’s Talent Acquisition  (TA) team has established goals to  ensure a diverse slate of executive  candidates is presented to hiring  managers.","{'numbers': ['52', '2023/24', '2', '100'], 'metrics': [], 'dates': []}"
"The team has a global  goal to ensure each slate is 33  percent women, and that  candidates from historically  excluded groups in the US  represent 15 percent of the  candidates.","{'numbers': [], 'metrics': ['33  percent', '15 percent'], 'dates': []}"
Hiring managers are trained on  equitable interview practices.,
"This year, the  Company has strived to interview  at least one woman for all open  executive roles  REDUCED GENDER  1 INEQUALITIES EQUALITY  a  <=>  vW  Lenovo Group Limited 2023/24 Environmental, Social and Governance Report DEVELOP  WLDP and MLDP remain the  Company’s flagship leadership  programs for developing global  women and historically excluded  talent from the US.","{'numbers': ['at least one', '1', '2023/24'], 'metrics': [], 'dates': ['This year']}"
The Company  realizes that it must take targeted  actions to strengthen the pipeline  of diversity.,
This is the second  year for the ‘Courageous  Leadership’ program in the US to  develop senior managers from  diverse groups into the director  level.,"{'numbers': [], 'metrics': [], 'dates': ['second  year']}"
Debuting this year is the  Advancing Women Leaders  Academy designed to develop  women from senior managers into  directors.,"{'numbers': [], 'metrics': [], 'dates': ['this year']}"
RETAIN  The Company conducts an annual  pay equity review to examine any  equity risks for gender and US  employees from historically  excluded groups.,"{'numbers': [], 'metrics': [], 'dates': ['annual']}"
"While this review  is performed for compliance, the  team voluntarily expanded it to all  global markets in 2022.","{'numbers': [], 'metrics': [], 'dates': ['2022']}"
The  Company’s Organization and  Human Resource Planning process  also codifies diversity into talent  reviews and succession planning  for the future workforce.,
"These principles  offer guidance for businesses to promote gender  equality and women’s empowerment in the  workplace, marketolace, and community.",
"While the  Company works toward gender equity, it understands  that reducing bias and increasing gender equality is  an effort that will require its total cornmitment.",
"AS part of this cornmitment and the Cornpany’s UNGC  nembership, the Carmpany participated in UNGC’s  Target Gender Equahty (TGE) initiative, the  Sustainable Development Goal (SDG) Innovation  Accelerator for young professionais, and the Climate  Arnoition Accelerator.",
The TGE initiative is a gender  equality accelerator program for participating  companies of the UNSC to improve their capakility.,
Companies particioating the accelerators deepen their  irmolernentation of the Women’s Empowerment  Principles and strengthen their cantribution to their  sustainable cevelopoment goal.,
"in May 2022, the Company also signed the Declaration  of Amsterdam, confirming its comrnitrent to  fostering an inclusive workplace for its LGBTOEA+  employes.","{'numbers': [], 'metrics': [], 'dates': ['May 2022']}"
"Developed by Workplace Pride in 2O7l, the  Declaration of Amsterdam was created to make  meaningful progress for LGBRTQIA+ people worldwide  and eliminate the discrimination, harassment, and  discomfeart these employees may face in the  workplace.","{'numbers': ['2O7l'], 'metrics': [], 'dates': []}"
"in FY 2023/24, the Company received its  highest score in the annual Workplace Pride Global  Benchmark, a cornprehensive assessment of  international ernployers’ LGBTIG+ policies and  practices.","{'numbers': [], 'metrics': [], 'dates': ['FY 2023/24']}"
"Lanavea is carmitted to fostering an  inclusive workplace for its LGBTOIA+ employees and  continues to be recognized by several key indexes,  including the Human Rights Campaian Foundation’s  Corporate Equality Index.",
"in FY 2023/24, the Cormpany was included on the  Corporate Equality index for the sixth year in a row,  receiving a score of 9O out of 1OO.","{'numbers': ['9O', '1OO'], 'metrics': [], 'dates': ['FY 2023/24', 'the sixth year in a row']}"
"Arnong actions  immolementec in the past year, Lenove launched its  first-ever self-identification campaign allowing  employees to voluntarily self-identify thelr gender  idantity, race and ethnicity, and self-disclose visible  and invisible disabilities in the hurnan resource system.","{'numbers': ['first'], 'metrics': [], 'dates': ['the past year']}"
"Starting in the US and 25 countries across EMEA, the  sel-identification function wil helo Lenove better understand the diversity of its workforce across  different segments, inclhiding gender identity.","{'numbers': ['25'], 'metrics': [], 'dates': []}"
