esg_text,country,industry,company,year,labels
We take pride in our people and are dedicated to fostering an inclusive and supportive work environment that promotes ongoing learning and development.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Central to this commitment are our company’s culture, values and philosophy which guide our employees in upholding professional workplace standards and quality care.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Our employee profile for FY2024 is provided below.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
NUMBER OF EMPLOYEES TOTAL NUMBER OF PERMANENT AND BY GENDER CONTRACT EMPLOYEES BY GENDER Permanent employees Contract employees 446 573 156 516 2023 2024 2023 2024 2023 2024 HM Male Female M™ Male © Female HM Male Female TOTAL NUMBER OF FULL-TIME AND TOTAL NUMBER OF PART-TIME EMPLOYEES BY GENDER CASUAL EMPLOYEES BY GENDER Full-time employees Part-time employees Casual employees 15 563 10 10 14 2023 2024 2023 2024 2023 2024 M Male ~~ Female M Male ~~ Female M™ Male ~~ Female Training and Development WHY IS THIS TOPIC IMPORTANT?,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"(GRI 3-3) We prioritise a team of skilled professionals dedicated to exceptional care by offering tailored training for our employees’ personal and professional growth to stay competitive in the evolving healthcare industry, especially in elderly care.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"The Human Resource Management System (“HRMS”), implemented in 2028, aims to enhance employee learning by automating procedures, simplifying training applications, and promoting collaboration in identifying educational requirements.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"SHORT, MEDIUM AND LONG-TERM TARGETS FY2024 PROGRESS AND PERFORMANCE Employee training hours increase by 5% every year Average training hours for all staff levels increased by 13% for FY2024 Ensuring Development Opportunities for our Employees At ECON, we prioritise the growth and progress of our employees through dedicated investments in their personal and professional development.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"We offer a variety of training opportunities, including courses in care skills, professional skills, and soft skills.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
We also encourage our employees to take external trainings conducted by reputable instructors.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Our goal is to equip our workforce with the skills needed to adapt to industry changes.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"In FY2024, we sponsored 23 Nursing Aides for certification courses and offered our healthcare staff the chance to enrol in our in-house ITE Skills Certificate Healthcare (Homecare) program.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"HRMS System In FY2024, ECON implemented a new Human Resource Management System (HRMS) system to further enhance ECON’s sustainability efforts.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"By streamlining HR processes, such as training, performance evaluation, claims and payroll management, the HRMS significantly reduces administrative hassles, allowing our HR team to focus more on strategic inihatives that promote employee well-being and organisational growth.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Moreover, the centralised data storage and analytics capabilities of HRMS will enable us to make data-driven decisions, optimise resource allocation, and identify areas for improvement, ultimately fostering a more efficient and agile workforce.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
The HRMS also facilitates compliance with internal policies and external regulations.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Additionally, the system maintains records and audit trails transactions, ensuring transparency and accountability.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Embracing HRMS not only enhances our operational efficiency but also reinforces our commitment to sustainability by minimising paper usage, reducing carbon footprint, and promoting a culture of innovation and continuous improvement.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"We will continue to enhance our HRMS, and introduce best practices to further improve efficiency, enhance employee experiences, and advance our sustainability goals.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Our HRMS also empowers employees and managers to take charge of their own HR tasks through automation, including our learning and performance management.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Using this system, employees can choose their preferred training programs and set learning objectives with supervisors to address their needs.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
We aim to integrate training solutions into our learning experience programmes to cater to various learning styles and utilise e-learning content from the AIC Learning Network.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Training initiatives have been implemented at all levels to equip our workforce with necessary skills.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Types of Programmes Scope Description of Programme (i.e.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Who are included?) Leadership Programmes Management Team IMPACT Leadership programmes, AIC Insight Leadership programmes, IGNITE Leadership programme, HCS-LSG Leadership & Innovation Masterclass, 3rd Leaders for Singapore Healthcare (LSH), WSQ People Management Nursing & AHP Nursing/AHP Team Nursing Induction Programme (Wound Care, Stoma Case, Blood Programmes Glucose Monitoring etc), Advance Care Planning (ACP), Dementia- Care, Safe Manual Handling, Person-Centred Care (PCC), ECON Nursing Competency Framework, Falls Prevention Project in ECON Sunnyville Nursing Home (Yio Chu Kang), Nursing Assessment and Managing of Delirium, Male Catheterization Workshop, AIC LI Tracheostomy Care Functional Skills Functional Staff Basic to Intermediate Excel Skills, Finance for Non-Finance Programmes Managers, Contract Law for Non-Legal Professionals, Health Ethics and Law, Root Cause Analysis & Quality Improvement Tools Policies, Practices and Performance (GRI 2-23, 2-24,404-2, 404-3) At ECON, we prioritise the ongoing growth and lifelong education of our staff through our learning and professional development approach.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Our approach includes: This policy outlines the structure and operational protocols for employee training and development, ensuring that our staff's training aligns with ECON's corporate goals.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
To provide a training bond policy for company-sponsored training/education programmes Inducting new hires at ECON e New hires kickstart their career at ECON by attending the monthly-held orientation conducted by our CEO and key members of the management team.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"In addition, nursing staff will attend the Nursing Induction Programme.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
A specially designed programme for newly hired foreign staff is also conducted by the in-house team to help induct them to Singapore and the local way of working.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
ECON is constantly reviewing the courses offered to serve ECON's organisation's needs better.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"People development opportunity at ECON We continually offer our care staff upgrading opportunities e.g., the ITE (Institute of Technical Education) Skills Certificate in Healthcare (Home care).",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Achieving this certification allows them to uplift their skills in caring for our residents.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Plans are underway to advance our care skills in dementia care, and safe manual handling.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
We work closely with AIC to build leadership capabilty in sending identified staff for Community Care Nursing Leadership Programme (CCNLP) and Community Care Manpower Development Award (CCMDA).,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Learning in the new economy e We introduced the use of education technology in our in- house programmes, e.g., Kahoot and Mentimeter at learning checkpoints, which improves their overall learning experience.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
e As part of the move to help support our care staff in upgrading their professional skills.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"We encourage our staff to use the AIC Learning Management system to access online materials specific to nursing home settings e.g., dysphagia issues among our clients.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Our HR department leads the transition assistance program, working with employees aged 63 to 68 and their supervisors.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"The process begins six months before retirement, with HR conducting pre-retirement planning sessions to review job duties and responsibilities.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"(on People Management Programme In FY2023, ECON launched the internal People Management Programme for mid-level supervisors.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Pre-reading materials were provided to participants to accommodate their varying backgrounds in personnel management.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"This shortened the in-person training to four hours, maximising time efficiency.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
The classroom sessions focused on analysing real-life case studies and discussing effective strategies to align individuals with ECON's protocols.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"(GRI 404-1) At ECON, we place a strong emphasis on training and developing our workforce to ensure they grow in their capacity and possess future-ready skills and knowledge.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Our commitment to this endeavour is reflected in our ISO quality objectives, where training hours serve as a key metric.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Annually, we track and report the training hours to review our progress.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Training hours’?,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
for FY2024 are disclosed below.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"In FY2024, 100% of our workforce received regular performance and career development reviews.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
AVERAGE TRAINING HOURS Employee Category (in hours) Gender category (in hours) 30.8 26.8 24.3 16.1 21.5 11.8 2023 2024 2023 2024 ® Allied health staff Non-executive and Executive and ® Senior @ Male Female and care staff support staff management staff management staff Employee Engagement Fostering a culture of employee engagement is not only integral to ECON’s success but also a cornerstone of our sustainability initiatives.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"We acknowledge and appreciate our employees’ hard work through various internal celebrations and events, including Nurses Day, Allied Health Day, our Year-End D&D, Community Care Day and festive celebrations such as Christmas and Chinese New Year.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"These gatherings are key to fostering team spirit and camaraderie, while also reinforcing our commitment to support and appreciate our diverse workforce.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Additionally, initiatives like our Long Service Awards and GEMs Awards recognise and celebrate the dedication and excellence of our employees, fostering a sense of belonging and pride within our organisation.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"The GEMS Award recognises service role models, rewarding their exemplary efforts and inspiring others to excel in service delivery.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"In 2023, 41 employees were awarded the GEMS award.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Complementing these efforts, we introduce our Staff Welfare Fund, where each department head Is allocated a budget to plan team bonding activities.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
This approach not only encourages ownership and creativity at the department level but also fosters stronger connections among team members.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Moreover, departments can collaborate and pool funds to organise joint activities, promoting cross-departmental collaboration and teamwork.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"By prioritising employee engagement and recognition, we not only cultivate a positive work environment but also ensure the long- term sustainability of our company by retaining talent, inspiring loyalty, and driving continuous improvement.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"LONG SERVICE AWARD 5 years of service 10 years of service 15 years of service 20 years of service 10 Training hours at ECON refers to time spent for external and in-house courses, workshops, and seminars, learning activities, small group work sessions, demonstration and hands-on experiential internal sharing (in-service training) as well as interdisciplinary group meetings.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
STRENGTHEN trust and integrity in our business relationships and operations.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Effective corporate governance plays a vital role in the longevity of our company.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Through promoting transparency, accountability, and ethical conduct, sound corporate governance principles guarantee that our company is able to secure investments, mitigate risks, enhance performance, and uphold a positive reputation.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Consequently, this results in the generation of sustainable value for shareholders and advantages for all stakeholders with a vested interest.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Covered within this pillar Targets Our Performance in FY2024 e Material Topic: Ethics & Integrity e All new employees to undergo e 100% of new employees attended Ethics & Integrity onboarding program which includes professional ethics & standards e All suppliers to self-declare Interested Party Transactions (IPT) during their onboarding process as vendor Educating relevant internal stakeholders (centre managers and HQ employees only) on procurement processes and mandatory supplier declaration form to manage suppliers’ performance.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"(GRI 2-16, 2-24, 2-25, 2-26, 2-27, 205-1, 205-2, 205-3) WHY IS THIS TOPIC IMPORTANT?",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
(GRI 3-3) onboarding programme including professional ethics & standards.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
100% suppliers self-declared Interested Party Transactions (IPT) during their onboarding process 100% of all relevant internal stakeholder have attended training on procurement processes.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
ECON firmly believes that fostering good governance and upholding high standards of ethical conduct and integrity are crucial in instilling confidence and trust among our key stakeholders.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Our unwavering commitment lies in ensuring that our business operations are carried out with utmost honesty, fairness, and transparency, with zero tolerance for corruption, extortion, or bribery.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"We acknowledge that corruption can lead to substantial financial losses, legal complications, and detrimental harm to our brand reputation.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"In FY2024, ECON reported zero confirmed incidents of corruption and no reported whistle blowing cases.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"We will continue to exercise good governance to maintain our zero corruption cases in the short, medium and long term.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"SHORT, MEDIUM AND LONG-TERM TARGETS FY2024 PROGRESS AND PERFORMANCE All new employees to undergo onboarding program which includes a segment on professional ethics and standards.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
100% of new employees attended onboarding programme including professional ethics & standards.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
All suppliers to self-declare Interested Party Transactions (IPT) during their onboarding process as vendor.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Tighten our vendor selection process, declaration of Interested Party Transactions (“IPT”) & whistle blowing procedures.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
100% suppliers self-declared Interested Party Transactions (IPT) during their onboarding process.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Educating relevant internal stakeholders (centre managers and HQ employees only) on procurement processes and mandatory supplier declaration form to manage suppliers’ performance.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
100% of all relevant internal stakeholder have attended training on procurement processes.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"(GRI 2-23, 2-24, 205-1) Compliance with all relevant local laws and regulations is fundamental at ECON.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"We have established a number of key corporate governance policies such as our Code of Business Conduct, Anti-Corruption measures, and Whistle-blowing policies to serve as guiding principles for our business operations.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Two new policies, Conflict of Interest and Board Diversity have also been introduced and approved by the Board in May 2024.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
All other policies have been approved by the Board previously and are reviewed on an ongoing basis for any changes or updates to be made.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"In May 2024, the Group CFO participated in anti-bribery and corruption training, and the future heads of departments will also undergo similar training sessions in the future.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
All our policies can be easily accessed through our employee and investor relation portals.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Any concerns raised via our whistle blowing channels will be promptly forwarded to our independent directors.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Whistle Blowing Policy This policy provides a clear framework for reporting any suspicions of misconduct or unethical behaviour through a designated channel, ensuring anonymity and protection from reprisals.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Anti-Corruption Policy This policy outlines the suitable measures, procedures, and guidelines to be followed in order to combat corruption in all business endeavours.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
All business activities and decisions that are susceptible to corruption are handled and executed with utmost caution.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Investment Policy This policy aims to outline the goals, rationale, and fundamental principles and procedures that govern the allocation of ECON's surplus funds.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"It encompasses the identification, supervision, and assessment of investment alternatives and approaches.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Interested Person This policy serves to emphasise ECON’s commitment to: Transaction Policy e Ethics and compliance with the law e Foster a culture of honesty and accountability e Focus the Board and each of its directors and employees on areas of ethical risk e Provide guidance to the Directors and employees to help them recognise and deal with ethical issues (Geni feimeye late-a elias!,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
The policy sets out the guideline to guide the Director in instances of actual or potential conflicts of interest.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
All Directors are required to avoid situations where their own personal or business interests may conflict or appear to conflict with the interests of the Company.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Board Diversity Policy The objectives of the board diversity policy are, among others to: a.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Enhance board effectiveness through diverse perspectives and experiences.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"b, Reflect the diverse communities and stakeholders we serve.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
c.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Support a culture of inclusivity and fairness.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"The board diversity initiatives are guided by principles of meritocracy, equal opportunity, and transparency in recruitment and selection processes.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"The Board has taken in consideration the definition and importance of board diversity policy includes the range of skills, business and industry experience, gender, age, ethnicity, geographic background, length of service, and other distinctive qualities of the board members.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Ensuring Ethical Procurement Processes Our procurement process follows ethical business policies to ensure fair selection of suppliers and vendors.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
We maintain transparent communication and avoid bias or preferential treatment.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Our policy outlines our procedures clearly.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"We prioritise strong partnerships with suppliers and vendors through transparent communication, ensuring smooth operations and supply chain.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"We support local vendors, promoting job growth and benefiting from faster turnaround times and reliable deliveries for increased efficiency.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Prospective vendors must submit business documentation, audited financial records, and disclose any personal connections with our employees using our vendor application form.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"This is necessary to ensure transparency, ethical practices, and eligibility for our approved vendors list.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Any violations or complaints will result in contract termination.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"All purchase requisitions require three quotations or a detailed explanation if not quotations are not obtainable, as outlined in our Delegation of Authority (DOA) mandate.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Statement of use GRI 1 used GRI 2021 Standards ECON Healthcare has reported the information cited in this GRI content index for the period 1 April 2023 to 31 March 2024 with reference to the GRI Standards.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
GRI 1: Foundation 2021 Description Section of Report / Reasons for Omission Page Reference GRI 2: General Disclosures (2021) 1.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"The organization and its reporting practices 2-1 Organisational details About this report 20 2-2 Entities included in the organization's sustainability reporting | About this report 20 2-3 Reporting period, frequency and contact point About this report 20 2-4 Restatements of information Energy Efficiency and Emissions 26 2-5 External assurance External assurance was not sought for this year’s NA.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Sustainability Report.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
2,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Activities and workers 2-6 Activities, value chain and other business relationships About this report 20 2-7 Employees Our Workforce 37 2-8 Workers who are not employees Our Workforce 37 3.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Governance 2-9 Governance structure and composition Annual Report - Corporate Governance Report 51-52 2-10 Nomination and selection of the highest governance body Annual Report- Corporate Governance Report 55-57 2-11 Chair of the highest governance body Annual Report - Corporate Governance Report 55 2-12 Role of the highest governance body in overseeing the Sustainability Governance 22 management of impacts 2-13 Delegation of responsibility for Sustainability Governance 22 managing impacts 2-14 Role of the highest governance body in sustainability Sustainability Governance 22 reporting 2-15 Conflicts of interest Annual Report - Corporate Governance Report 50 2-16 Communication of critical concerns Ethics & Integrity 42 2-17 Collective knowledge of the highest governance body Board Statement 17 Sustainability Governance 22 2-18 Evaluation of the performance of the highest governance body | Annual Report - Corporate Governance Report 58 2-19 Remuneration policies Annual Report - Corporate Governance Report 59-61 2-20 Process to determine remuneration Annual Report - Corporate Governance Report 59-61 2-21 Annual total compensation ratio This disclosure is omitted due to confidentiality NA.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
constraints.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
4,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"Strategy, policies and practices 2-22 Statement on sustainable development strategy Board Statement 17 2-23 Policy commitments Energy Efficiency and Emissions 26 Excellent Patient Quality and Safety 33 Training and Development 39 Ethics and Integrity A3 2-24 Embedding policy commitments Energy Efficiency and Emissions 26 Excellent Patient Quality and Safety - Management of | 33 Quality Care and Service for Clients Training and Development 39 Ethics and Integrity 42-43 2-25 Processes to remediate negative impacts Ethics & Integrity 42 Excellent Service Quality and Patient Safety 33 2-26 Mechanisms for seeking advice and raising concerns Ethics & Integrity A2 Excellent Service Quality and Patient Safety 33 2-27 Compliance with laws and regulations Ethics & Integrity 42 2-28 Membership associations ECON Healthcare is a normal member of the N.A.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Singapore Business Federation and the Singapore Chinese Chamber of Commerce & Industry.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
ECON Healthcare does not hold a significant role in any industry association or any other membership organisation.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
GRI 2: General Disclosures (2021) ECON HEALTHCARE (ASIA) LIMITED ANNUAL REPORT 2024 Section of Report / Reasons for Omission Page 45 Reference 5.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Stakeholder engagement 2-29 Approach to stakeholder engagement Stakeholder Engagement 23 2-30 Collective bargaining agreements This disclosure is not applicable as there are no NA.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
collective bargaining agreements in place at ECON.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
GRI 3 (2021): Material Topics 3-1 Process to determine material topics Materiality Assessment 24 3-2 List of material topics Materiality Assessment 24 Material Topic: Energy Efficiency and Emissions 3-3 Management of material topics Energy Efficiency and Emissions 25 302-1 Energy consumption within the organisation Energy Efficiency and Emissions 26 302-3 Energy intensity Energy Efficiency and Emissions 26 305-1 Direct (Scope 1) GHG emissions Energy Efficiency and Emissions 26 305-2 Energy indirect (Scope 2) GHG emissions Energy Efficiency and Emissions 26 305-3 Other indirect (Scope 3) GHG emissions Energy Efficiency and Emissions 27 305-4 GHG emissions intensity Energy Efficiency and Emissions 26 Material Topic: Excellent Service Quality and Patient Safety 3-3 Management of material topics Excellent Service Quality and Patient Safety 32 416-1 Assessment of the health and safety impacts of product and | Excellent Service Quality and Patient Safety - 33 service categories Management of Quality Care and Service for Clients 416-2 Incidents of non-compliance concerning the health and Excellent Service Quality and Patient Safety 37 safety impacts of products and services Material Topic: Training and Development 3-3 Management of material topics Training and Development 38 404-1 Average hours of training per year per employee Training and Development Ad 404-2 Programmes for upgrading employee skills and transition Training and Development 39 assistance programme 404-3 Percentage of employees receiving regular performance and_ | Training and Development 39 career development reviews Material Topic: Ethics and Integrity 3-3 Management of material topics Ethics & Integrity 42 205-1 Operations assessed for risks related to corruption Ethics & Integrity 43 205-2 Communication and training about ant-corruption policies ECON is looking to progressively collect the required A2 and procedures information and will be reporting on this disclosure in subsequent reports.,Singapore,Health,ECONHEALTHCARE,2024,['No Label']
"205-3 Confirmed incidents of corruption and actions taken Ethics & Integrity 42 TCFD INDEX TCFD Pillar TCFD Recommendations Econ’s response Governance Board oversight Management's role Strategy Climate-related risks and opportunities Impact on the organisation's business, strategy, and financial planning Resilience of the organisation’s strategy Risk Management Risk identification and assessment processes Risk management process Integration in overall risk management Metrics and Targets Climate-related metrics in line with strategy and risk management process Scope 1,2,3 GHG metrics and the related risks Climate-related targets and performance against targets Please refer to Climate Risk Assessment (TCFD) from pages 28-31.",Singapore,Health,ECONHEALTHCARE,2024,['No Label']
Sembawang GRC yw.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
ge = ware a 17 Be .,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
= | erie Sa ee | ae Gy a sf |e sf el pee = a Ne es a = ' ty gy = ll — Se nl we tserann a am : ae Drees ORES « S i _ ; reece “<> _ a # ~ r ee * — 7 FULLERTON HEALtH = 7AN oT 0) 0 | i} Seeeee see 3 AA aon VA (a (ee 3 What We DO...,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
er rrr ree ee renee ni ienneeeeeeeeeeeeeeaenineeeneereeeeneenenas 3 Why We EXiSt.........,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
cece cece cence cece reece eee eect een n eect een e eee eeae ee eeeeaeeeeeeaaeseeeeaaeeeeeaaeeeeeeanes 4 Message from OUr COMPANY .........:cccceeeeeeeeeeeeeeeeeseeeeeeeseaeeeeeseaneeeseeeneessens 5 2023 Report Highlight ............:cccccceseeeeeeeeeeeeneeeeeeeeeeeeeseeneeesaneeeeeneeaeenees 6 Awards and RECOGNITION ........:.cccceeeeeeeeeeeeeeeeeeeeeeeeseeneeeeeneeeeeeseeeneeeesenseeses 7 About This Report ............ccccccceeecceeeeseeeseeeeseeeseeseseeneeeesesoeneseenesoenesoeneneaees 8 REPOrtiNg SCOPE 2000...,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
cece cc ccc eeccccceeeeeceee ee eeeeeeeeceesaeeeeeseeeeeeeseeeeeeseeeeseeseneeeeesaeeseeeaanes 8 Reporting Standards ...........,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"ccc ccccccee ee neeeeeeeeseeeeeeeeeeesseeeeeeeeeseaaeeeeeeesseaeeeseeeesaaeeeeeees 8 el =1—10 | 0} (0), Can ce 8 Our Sustainability Strategy And Approach...............ccccssseeseeseeeeeeeeseeeees 9 Sustainability APPrOaCh..........",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
ccc cccc cece ccce ce ecceecaeeeceeseeeecesaeeeeeesaeeceeseeeeseesaneseeeuanes 10 Sustainability GOVErMNANCE 00...,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
cece cece cece eee eeeeeeeeseaaeeeeeeeseaaeeeeeeeesaaeeeeeeeeeeaaeeseeeees 11 Mate riality.......,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
0,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
cecccc cee cc cee nee cece eee eee eeeeeeeeaaeeeeeeaeeeeeesaeeeeeeseeeeeeseeeeeesaeeseesaneeeesaes 12 FULLERTON HEALTH SUSTAINABILITY REPORT FY2023 g.,Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Fullerton Healthcare Corporation Limited (“Fullerton Health Group”, “FH”, or the “Company’) is a Achieving Sustainable Economic Development .............::ccsessseeeeeeees 19 Singapore headquartered leading vertically integrated Performance Highlights...........0.c.ccccccccescceesesessesesseseseesesceseeersesessevereisiseisetnretereisererss 19 Nealtn care Pee NC ee ee than a decade in providing patients and clients with Affordable and Accessible Healthcare ..........0...0ccccccccccccccecseeeeseeeeeeseseeeseeseueeesaeseeeeees 20 innovative healthcare solutions.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
"Established in 2010, the Company owns and operates an extensive Economic Performance .............eeeeeeeeerereeeeeeeee tree sete ennenineeeeeeeeeeeeeeeeeteeeennnnnaees 2/ network of healthcare facilities across nine markets in Singapore, Philippines, Indonesia, Vietnam, Cambodia, Malaysia, China, Hong Kong SAR and Managing our Environmental Footprint ...............:ccssecssseseseeseeeeeeeenees 32 Papua New Guinea, and partners with established and reputable healthcare providers in the region.",Singapore,Health,FULLERTONHEALTH,2023,['No Label']
