esg_text,labels
"Lenovo Group Limited 2023/24 Environmental, Social and Governance Report 93  xlpueddy sseiBoid |qy Wa}-6u07 + sjebue] pue saniqoalqo ‘soueWOLeEd SW SOUJOW pajepljosuoD uleyo Ajddns jeqojD sedueWIaAODH |elD0S jeJUsWUOIIAUQ Yoda siyjjnogy siaye] sAWNDeXy  The following are the Company’s practices for supplier  ESG performance evaluation:  ESG performance of the Company’s 90% of  suppliers by procurement spend is quantified  and assessed with 30 key indicators across RBA,  environmental impact, responsible sourcing of  raw materials, sustainability reporting, EcoVadis  and other ESG factors.",Environment - Energy
"Leveraging the advanced ESG digital platform,  the Company has increased the visibility of ESG  performance across 98% of production  procurement.",Environment - Waste & Pollutants
"This platform is designed to  automatically send ESG questionnaires to the Company’s suppliers each quarter, requesting  them to report on their latest sustainability  initiatives.",Environment - Energy
"Upon receiving the completed  questionnaires, the platform automatically  calculates scores based on preset scoring  criteria, reflecting each supplier's ESG  performance quarterly.",Environment - Energy
This innovative approach  not only streamlines the process of monitoring  and evaluating the Company’s suppliers’  commitment to ESG standards but also  promotes continuous improvement by providing  timely feedback.,Environment - Waste & Pollutants
ESG is then applied as an overall penalty/credit  multiplier across the approximately 200 supplier  performance evaluation report cards issued each  quarter.,Environment - Energy
"Select supplier ESG performance indicators and results (by procurement spend)  RBA compliance  VAP audits  RBA VAP recognition  Factory of Choice recognition  Responsible sourcing of raw minerals  Conformant or active 3TG smelters & refiners  Suppliers with public conflict mineral policy  Suppliers with public conflict mineral report  Environmental impact  Suppliers with public GHG reduction goals  Suppliers with third-party verification of their GHG  emissions data  Suppliers with/committed to setting Science Based  Target  Suppliers with public water reduction goals  Suppliers with public waste reduction goals FY 2021/22 FY 2022/23 FY 2023/24  92% 93% 94%  87% 83% 90%  6% 17% 22%  FY 2021/22 FY 2022/23 FY 2023/24  96% 100% 100%  94% 96% 96%  77% 76% 84%  FY 2021/22 FY 2022/23 FY 2023/24  92% 93% 95%  94% 89% 91%  28% 45% 42%  92% 84% 85%  83% 76% 77%  94 Lenovo Group Limited 2023/24 Environmental, Social and Governance Report  Supplier Conference.",Environment - Energy
This is the second year that the  Company awarded suppliers based on their ESG  performance.,Environment - Energy
"The five suppliers are BOE, Celxpert,  Darfon, LGES, and Simplo.",Environment - Energy
Winners are supportive of  the Company’s procurement ESG Initiatives and are  leading in ESG performance.,Environment - Waste & Pollutants
"Environmental  The Company manages suppliers’ environmental  performance through requirements in the Supplier  Code of Conduct, RBA audits, CDP Supply Chain  Program, and other programs that support its material  environmental topics - specifically climate change,  water, and waste.",Environment - Energy
The environmental impact  management pertains to production procurement and  ODM suppliers.,Environment - Energy
The Company’s corporate-wide environmental  standards and specifications require its product  designers to consider environmentally conscious  design practices to facilitate and encourage recycling  and minimization of resource consumption.,Environment - Energy
The  Company’s priority is for its suppliers to use  environmentally preferable materials whenever  applicable.,Environment - Energy
Compliance to the standard and  specifications is monitored as part of the Product  Compliance Review Board Process.,Environment - Energy
Environmental impacts disclosure in the supply  chain  The Company strives to promote transparency and  accountability by encouraging its suppliers to disclose  their environmental impacts.,Environment - Waste & Pollutants
"Annually, the Company  requests key suppliers to formally report  environmental data related to climate change, water,  and waste.",Environment - Energy
The Company requests suppliers to report  via CDP reporting methodologies or the RBA survey.,Environment - Energy
"The Company started to introduce CDP supply chain  program into its supply chain carbon management  since FY 2022/23, to help Tier 1 suppliers assess their  climate change performance.",Environment - Energy
"Climate change  The Company collects climate change related  information such as Scope 1, Scope 2, and Scope 3  emissions, emission reduction goals, renewable energy  usage and targets, and implementation of the ISO  50001:2018 Energy Management System.",Environment - Energy
The Company used the emissions data reported by  suppliers to inform its Science Based Target (SBT) for  Scope 3 emissions from the purchased goods and  services category.,Environment - Energy
"The Company’s target in this  category is to reduce Scope 3 emissions from  purchased goods and services by 66.5 percent per  million US$ gross profit by FY 2029/30, from a FY  2018/19 baseline.",Environment - Energy
"Based on FY 2023/24 data, the  Company is on track reducing the GHG emissions  from purchased goods and services.",Environment - Energy
"To achieve supply chain emissions reduction targets,  in FY 2022/23, the Company kicked off the Supplier  Emission Reduction program with key suppliers to  push more actions around climate change in its supply  chain.",Environment - Energy
The program aims to work with suppliers along  the climate action journey.,Environment - Energy
"For suppliers who have just  started their journey, they are expected to participate  in the CDP disclosure and report their emissions data.",Environment - Energy
"For suppliers who are more mature, the Company  works with the suppliers to set emission reduction  targets, procure renewable energy, and implement  energy efficiency improvement projects.",Environment - Energy
"Also, the  Company encourages suppliers to engage their own  supply chain and share their experience and  knowledge with the industry.",Environment - Energy
"In FY 2023/24, the  company identified key strategic suppliers in each  procurement category, conducted greenhouse gas  management maturity assessment with them, and  review the progress with these suppliers on a  quarterly basis to align visions and actions in the joint  climate journey.",Environment - Energy
The Company’s most recent supplier engagement  efforts on climate change covered the top 98 percent  of procurement spend.,Environment - Energy
"This effort identified that 76  percent and 94 percent of suppliers by soend have  public renewable energy goals, and are tracking and  reporting renewable energy generation and  purchases, respectively.",Environment - Energy
The Company has also been  engaging and incentivizing its suppliers to also  commit to the Science Based Targets initiative (SBTi).,Environment - Energy
"During the reporting period, 42 percent of its  suppliers by spend have committed to set or have set  SBTs.",Environment - Energy
It is the Company’s goal to achieve 95 percent  of suppliers by procurement spend to implement  SBTs.,Environment - Energy
See “Select supplier ESG performance indicators  and results” for additional percentages of suppliers by  spend and related energy and GHG emissions  information.,Environment - Energy
"Lenovo Group Limited 2023/24 Environmental, Social and Governance Report 95  xlpueddy sseiBoid |qy Wa}-6u07 + sjebue] pue saniqoalqo ‘soueWOLeEd SW SOUJOW pajepljosuoD uleyo Ajddns jeqojD sedueWIaAODH |elD0S jeJUsWUOIIAUQ Yoda siyjjnogy siaye] sAWNDeXy  CDP SBT Campaign offers CDP Capital Markets  signatories and CDP Supply Chain members, of which  the Company is a member, the opportunity to play a  key role in accelerating the adoption of science-based  climate targets in the private sector, by collaboratively  engaging companies on this matter.",Environment - Energy
"For the 2023  campaign, CDP sent a letter on behalf of its Capital  Markets signatories and Supply Chain members, to a  pre-selected sample of over 2,100 high-impact  companies, asking them to commit to and set 1.52  C-aligned Science-Based Targets.",Environment - Energy
"CDP Science-Based Targets Campaign  In 2023, the Company has co-signed the Zero Carbon  Supply Chain Initiative launched by IPE to help  accelerate the pace of supply chain decarbonization  for meeting global climate targets.",Environment - Waste & Pollutants
"Zero Carbon Tz Supply Choin  BIS iiKM HBX  Water  The Company surveys key suppliers on water-related  data including performance indicators such as annual  water withdrawal, water discharge, and water recycle  or reuse volumes.",Environment - Energy
"For the most recent supplier data collection period,  the Company’s coverage of engagement was 98  percent of procurement spend.",Environment - Energy
"Since one of the most  straightforward indicators of impact (especially to  water-stressed areas) is water withdrawal, the  Company has been encouraging suppliers to set up  water reduction targets since 2014.",Environment - Waste & Pollutants
See “Select  supplier ESG performance indicators and results” for  percentage of suppliers by spend with quantified  water reduction goals.,Environment - Energy
Waste  The waste-related information collected from  suppliers includes data such as annual hazardous and  nonhazardous waste volumes.,Environment - Energy
"Waste prevention is the most preferable option in the  waste management hierarchy, and the Company  encourages suppliers to set up public waste reduction  targets.",Environment - Energy
See “Select supplier ESG performance  indicators and results” for percentage of suppliers by  spend with quantified waste reduction goals.,Environment - Energy
Social  Forced labor  The Company is committed to eradicating forced  labor in all its forms including slavery and human  trafficking at every stage of business operations.,Environment - Energy
"It  holds a firm position that there is zero tolerance for  forced labor and any documented instances will be  met with immediate action, including discontinuing  the business relationship with any suppliers that  overlook this practice.",Environment - Energy
"To better detect and mitigate the forced labor risks,  the Company adopts and implements preventive  measures.",Environment - Energy
"In FY 2023/24, those actions include:  .",Environment - Energy
Started to engage labor agents and contractors  to submit RBA indirect SAQ®  ° Implemented a third-party ESG risk assessment  tool (EcoVadis) to screen suppliers throughout  the supply chain  .,Environment - Energy
Provided an online course to buyers on forced  labor and potential red flags related to forced  labor  ° Provided a webinar to suppliers on the topic of  Labor Compliance Management  ° Invested in a third-party supply chain risk  management platform (Everstream Analytics)  .,Environment - Energy
Conducted verification through RBA audits and  participated in regular RBA Responsible Labor  Initiative and VAP workgroup engagements  5 RBA indirect SAQ is for service provider that is not directly  involved in the manufacturing of an end product.,Environment - Energy
"In FY 2023/24, there were no violations reported  related to forced labor by the Company’s suppliers  who completed the RBA VAP audits.",Environment - Energy
"96 Lenovo Group Limited 2023/24 Environmental, Social and Governance Report  including those identified in the United Nations  Declaration on Human Rights and the international  Labor Orqanization GLO) Declaration on Fundamental  Principles and Rights at Work.",Environment - Energy
The Company cornmits  to axtending these rights to its employees and others  directly or indirectly ernmployed in its supply chain.,Environment - Energy
Child labor is not to be used in any stage of business  operations.,Environment - Energy
"The term “child” refers to any person  uncher the age of 15, uncher the ade for completing  compulsory education, or under the minimum age for  employment in the country, whichever is the highest.",Environment - Energy
"To support the human rights noted above, the  Company implernented multiote guidelines and  actions inclucting, Out not limited to:  * Human Rights Palicy  * Employee Code of Conduct  ° Supplier Code of Conduct  ° Source Right 7.0  ° Due diigence and audits across the supply chain  to identify risks In child labor violations  * Mandatory education and certification and live  session education on labor topics for buyers  ° Webinar for suppliers on the topic of Labor  Compliance Management  In FY 2023/24, there were no violations reported  related to child laber by the Cornpany’s suppliers who  cornpleted the RBA VAP audits.",Environment - Energy
"Living waqes  Through the RBA audit and corrective action process,  the Company drives suppliers to adhere to applicable  wage and benefit laws and regulations.",Environment - Energy
The Company  recognizes the issue of living wages with the  Company's suprmiers is a growing topic of concern.,Environment - Water
"Policies, orodrams, and baselines are tools that can be  used to drive improvements in this area.",Environment - Waste & Pollutants
The  Company is in the stage of preliminary discussion with  and is participating in the RBA Living Wage work  group and is exploring the development of  ingementation guidelines to support workers  throughout the supply chain.,Environment - Energy
Many of the Company's supmliers are large national  and international suppliers.,Environment - Energy
They manage their  corporate ESG programs while engaging directly with  the Company's prograrns.,Environment - Energy
"In addition to its own  training programms, the Company offers and provides  the following to suppliers:  6 The Company has an enhanced ESG digital  platform with a supplier training module.",Environment - Waste & Pollutants
"This  module offers a comprehensive suite of ESG  training courses, ranging from detailec  explanations of its ESG project requirements to  sessions on the latest developments and best  practices in ESG related issues,  s The Company provides semi-annual  comrnunications on topics including the RBA,  Environmental Impact, Responsible Sourcing of  Raw Materials, Forced Labor, key [SO  certifications, ESG Reporting, and Supplier Cocke  of Conduct expectations.",Environment - Energy
"® The Campany created education material for  suppliers to earn its ESG requirernents while  providing an education session to about 900  supplier attendees at the 2023 Lenovo Standards  and Certification Supplier Conference,  @ In FY 2023/24, the Company GSC ESG team  successfully held the 2023 Lenovo Supplier ESG  Day online event.",Environment - Waste & Pollutants
"The event introduced the  Company's supply chain ESG Programs and new  initiatives, and also shared best practice in supply  chain carbon reduction anc climate action, with  ar attendance of 677.",Environment - Waste & Pollutants
"° In FY 2023/24, 3 webinars for suppliers were  held Cincluding one with CDP, one with  EcoVadis}, covering topics including the  Company Supper ESG Requirements for  Suppliers, CDP Disclosure Training, EcoVadis  CSR Rating, and EcoVacis Past Assessment, and  Responsible Sourcing of Raw Materials.",Environment - Energy
"Total  attendee numbers were 632,  In FY 2023/24, the Cornpany’s online learning  module to suppliers went live.",Environment - Energy
"By the end of FY  2023/24, the Company has released 17 online  ESG courses for suppliers to learn, and 787  supplier representatives learn courses at this  training platform.",Environment - Energy
"Lenovea Group Limited 2023/24 Environmental, Social and Governance Report 97   supply chain.",Environment - Energy
"The GSC Risk Councils mission is to  increase the Company’s growth by irnplementing risk  controls through industry-proven processes that can  enable the supply chain to quickly adapt to demands  for new technology and reduce the risks associated  with the transition, Agility and resilience are critical  components for a successful GSC strategy that can  withstand the short lifecycle of information and  communications technology products and changing  consumer demands.",Environment - Waste & Pollutants
"The GSC Risk Counci’s main obiectives include the  oversight af:  ° Risk identification  * Risk assessment  s Risk controt  6 Risk review and follow-up  ° Scenario planning  The GSC Risk Council established a monthly  collaborative platform to engage the fbusiness unit  functions, leverage insight and identify synergies as  the Compariy addresses risk management decisions.",Environment - Energy
The convergence of business function leaders  orovides the opportunity to evaluate the impacts on  the other functions and develop a consolidated  business continutty plan with clear actions.,Environment - Energy
Effective risk management strategies have been a  critical part of driving business performance.,Environment - Waste & Pollutants
The  Campany alse recognizes that opportunities are  created when it transforms risks into opportunitias  that can support its long-term growth.,Environment - Waste & Pollutants
"The GSC Risk  Council recently directed a scenario planning exercise  that inclhided identifying potential risks frorn the  following categories:  2 Strategy  ° Financial  ° Catastrophic events  ° Human capital  ° Legal and regulatory compliance  ° Operations  ° Saciopoalitical  After analyzing these categories, the strateay team  selected the top five risks for the fiscal year.",Environment - Energy
"With  consideration of the organization's risk appetite and  the business-driven clata that was callected, the team  selected the top five potential risks and conducted a  comprehensive scenario planning for each risk.",Environment - Energy
"For  each scenario, the tearn incorporated stakeholder  feedback, identified contributing factors, and analyzed  both short-term and long-term impacts.",Environment - Energy
"The information derived from this planning exercise  enabled the GSC Risk Council te understand the types  of risks that may impact the Cornpany and how those  conditions may affect its performance, thus  contributing to the develoornent of greater strategy  resiience and flexibility throughout the supply chain.",Environment - Energy
"98 Lenovo Group Limited 2023/24 Environmental, Social ancl Governance Report  Global  Supply Chain  Ranked #8  Gartner Supply Chain  Top 25 for 2023  The Company has once again been named in the  Gartner Global Supply Chain Top 25 listing for 2023.",Environment - Energy
"This is the highest ever ranking for the Company,  rising one place from 2022 to rank #8.",Environment - Waste & Pollutants
"This annual  ranking of the world’s leading technology, retail,  manufacturing, food and beverage, and  pharmaceutical brands identifies and celebrates  companies leading the way in supply chain  management and is considered the gold standard in  supply chain excellence.",Environment - Waste & Pollutants
The Company’s increasing efforts to address supply  chain environmental impacts have been recognized by  different organizations.,Environment - Energy
"2022 was the first year the  Company participated in the CDP supply chain  project, and the Company’s supplier response rate for  CDP was 96 percent, ranking among the top 5  percent in the world.",Environment - Energy
"In 2023, the Company’s CDP  supplier response rate is 97 percent, ranking among  the top 5 percent in the world, compared to a global  average of 63 percent.",Environment - Energy
The high response rate reflects  the high level of suppliers’ engagement with the  Company on the topic of supply chain  decarbonization.,Environment - Waste & Pollutants
"Smarter  echnology  for all  In FY 2023/24, the Company was recognized by the  IPE Green Supply Chain Corporate Information  Transparency Index (CITI) and the Corporate Climate  Action Transparency Index (CATI) and was ranked  among the Top 10 in the IT industry.",Environment - Waste & Pollutants
"Since 2021, the Company has been using IPE’s Blue  EcoChain tool to track the environmental performance  of its suppliers.",Environment - Energy
"GY  Institute of Public & Environmental Affairs BRB Pils  Lenovo Group Limited 2023/24 Environmental, Social and Governance Report 99  xlpueddy sseiBoid |qy Wa}-6u07 sjebue] pue sanioalqo ‘soueWWOpeEd SW SOUJeW pajepllosuoDy uleyo Ajddns jeqojD sedUeWIaAOD |elD0S jeJUsWUOIIAUQ Yoda siyjjnogy siaWe] sAWNDexXy  for its Supplier Engagement Rating in Climate Change  and was also listed on the Supplier Engagement  Rating Leader Board.",Environment - Energy
Recognitions for ESG Digitalization  The Company is dedicated to leveraging digital  technologies to elevate its capabilities of ESG  management in the supply chain.,Environment - Waste & Pollutants
"The Global Supply  Chain ESG Digital Platform aims to integrate  end-to-end supply chain data to create transparency  on organization- and product-level environmental and  social impacts, form closed-loop ESG KPI  management, monitor risks, and enable seamless  collaboration with upstream and downstream  partners.",Environment - Waste & Pollutants
"In FY 2023/24, the Company’s efforts in ESG  digitalization were recognized by organizations  including International Data Corporation (IDC), China  Federation of Logistics & Purchasing, and China’s  Alliance of Industrial Internet.",Environment - Energy
ESG initiatives in general procurement  The Company has extended its ESG efforts beyond  production procurement suppliers to its general  procurement suppliers.,Environment - Energy
"General procurement, the  process of acquiring goods and services that are not  directly related to the production of a product or  service, plays a vital role in supporting the Company’s  ESG goals.",Environment - Energy
"General procurement suppliers can help  the Company reduce its environmental impact,  promote fair labor practices and diversity, and  enhance its reputation and stakeholder relations.",Environment - Waste & Pollutants
"In FY 2023/24, the Company made significant  progress in expanding its ESG efforts throughout its  indirect supply chain.",Environment - Waste & Pollutants
"With the goal to advance the  Company’s overall ESG performance across its  operations, ESG has been identified as one of the key  priority areas for general procurement.",Environment - Waste & Pollutants
ESG is a significant priority under the Company’s  broader Supplier Relationship model.,Environment - Energy
The Company  views ESG as a critical aspect in how it engages with  its supplier base.,Environment - Energy
"In FY 2023/24, the Company  established its first dedicated staff resource to  manage ESG activities as it relates to general  procurement suppliers.",Environment - Energy
The division developed its  3-year ESG strategic action plan.,Environment - Energy
"FY 2023/24 was the  first year of this plan, which aimed to build the base  for the program and concentrate on assessing and  communicating with suppliers.",Environment - Energy
Assessment  .,Environment - Energy
"Conducted a preliminary risk assessment of over  1,151 general procurement suppliers, placing 592  priority suppliers into 10 waves for assessment.",Environment - Energy
This resulted in the invitation and inclusion of 80  suppliers into the EcoVadis platform.,Environment - Energy
Captured data as it pertains to suppliers’ ESG  efforts during supplier onboarding.,Environment - Energy
The Company  implemented a new supplier validation process  that presented ESG questions to the Company’s  indirect supplier base.,Environment - Energy
"ee) Lenovo Group Limited 2023/24 Environmental, Social and Governance Report  voluntary program that rewards anc certifies  supers who demonstrate their ESG  commitment and cooperation, and strategic  alignment with the Cornpany’s supply chain  orierities.",Environment - Waste & Pollutants
Suppliers whe participate in the SC!,Environment - Energy
are  required to complete a self-assessment  questionnaire and provide supporting  documentation to receive a certification badge.,Environment - Energy
This recognition allows general procurement  suppliers to differentiate themselves from thelr  competitors and provides suppliers access to  exclusive benefits.,Environment - Waste & Pollutants
The Company evaluated general procurement  suppliers by a combination of EcoVadis rating and  data captured during supplier validation and the SCI.,Environment - Energy
"The holistic approach assesses the ESG performance  of its general procurement suppliers, taking into  account both quantitative and qualitative data.",Environment - Energy
"The  EcoVadis rating provides an abiective anc  standardized measure of the supplier's ESG practices,  white the data captured during supotier validation, or  the SCl provides additional insights into the supplier's  ESG policies, initiatives, and reporting.",Environment - Energy
"The Company  uses this information to identify areas of  improvement, recognize best performers, and drive  continuous ESG improvernent across its indirect  supply chain.",Environment - Waste & Pollutants
Communication  ° The Company increased its communication and  engagement with its general procurement  suppliers and internal stakeholders on E5SG  natters.,Environment - Energy
The Company coordinated a training for  procurement staff and identified 27 champions  whe act as ESG ambassadors within their  respective categories and regions.,Environment - Energy
The Company  also shared a cormmunication with 486 key  and supplier expectations.,Environment - Energy
* Two educational webinars called “Sustainable  Supply Chain: Responsible Sourcing” and  “Sustainable Supply Chain: Suomier Diversity”  have also been developed.,Environment - Energy
These trainings can  be used te educate business partners and  resellers regarding the Company's efforts to  engage suppliers on ESG tepics and how they  can commit to similar effarts.,Environment - Energy
Both webinars  continue to be used to educate additional  internal and external audiences.,Environment - Energy
"The Company strives to enhance its ESG performance  and deliver value to all its stakeholders, including its  general procurement suppliers.",Environment - Waste & Pollutants
"By collaborating with  these supoliers, the Campany aims to realize its ESG  aspiration of leading the way in responsibility and  sustainability in its sector and beyond while fostering  long-term, envirorrnentaily and socially responsibie  relationships with its suppliers.",Environment - Waste & Pollutants
Supplier diversity  The Company's Supplier Diversity Prograrn is  comimutted to seeking and developing diverse  businesses while contributing to the economic success  of comrnunities it serves.,Environment - Waste & Pollutants
It recognizes that supplier  diversity creates a win-win by influencing the inclusion  of diverse businesses within its supoly base which  impacts brand reputation management and improves  revenue performance through sales.,Environment - Waste & Pollutants
"IN FY 2023/24, the Company spent $616.8M among  nearly 1500 small and/or diverse suppliers in the US.",Environment - Energy
This accounted for 22 percent of its total expenditure  in the US.,Environment - Energy
This includes spending over $193M with  woman-owned businesses and $203M with ethnically  diverse businesses.,Environment - Energy
The Company is proud of the progress that has been  made over the past couple of years.,Environment - Waste & Pollutants
"However, if is not  rasting on past results but is striving te previde a  greater level of suppart to small and diverse  businesses, The Company continues to partner with  several NGOs such as the National Minority Supplier  Develoornent Council (NMSDC), DisabilityiIN, and the  Women’s Business Enterprise Networking Council  (WRBRENC), The Company also increased support to  minority businesses through the “Evolve Small”  initiative.",Environment - Energy
"Through this ongoing initiative, the Company  heloed srnail businesses recover from the impact of  COVID-19 by providing over $1.2M of financial aici,  technology, marketing, and mentorship support to  more than 1900 companies across the US and Canada  throughaut the year.",Environment - Waste & Pollutants
"As a result of these combined  efforts, the National Minority Suoplier Development  Counci recognized Lenove by electing North America  Chief Marketing Officer Gerald Youngblood to the  Board of Directors.",Environment - Energy
"AS the Company moves forward, its success not anly  es within workforce diversity but also in the inclusion  of diverse suppliers that provide competitive  advantages, increased inneavation, and revenue that  can support its branc reputation.",Environment - Waste & Pollutants
"For rnore  information, please visit the Company’s Supoher  PNea ren ter vase} y LIAS rsiny We 3  Lenovea Group Limited 2023/24 Environmental, Social and Governance Report 101   metrics  104 FY 2023/24 consolidated metrics   OF a ee  ern SL Ale en ae  maeneas  we@wa Way .",Environment - Energy
a ‘ sf  mm.,Environment - Energy
"Pe LS aL ||  eM ""  ee  ee Ce  tin ; i  a”  oun 2140?",Environment - Energy
":  Revenue  Fiscal Year (FY) 2019/20 2020/21 2021/22 2022/23 2023/24  Total (millions USD) $50,716 $60,742 $71,618 $61,947 $56,864  By geography (%)  Americas' 32% 31% 32% 34% 34%  Asia Pacific (excluding China) 22% 19% 16% 17% 18%  China 21% 24% 26% 24% 22%  EMEA?",Environment - Energy
"25% 26% 26% 25% 26% ~ Americas - North America, Latin America  2 EMEA - Europe, Middle East, Africa  Employee representation  Employee representation  FY 2019/20 2020/21 2021/22 2022/23 2023/24  Total number of employees 63,000 71,500 75,000 77,000 69,500'  By region?’  Americas 18% 14% 14% 14% 15%  Asia Pacific (excluding China) 12% 10% 1% 15% 15%  China 62% 69% 67% 62% 60%  EMEA 8% 7% 8% 9% 10%  Employees by gender?+  Male 64% 64% 63% 63% 63%  Female 36% 36% 37% 37% 37%  Employees in technical roles by gender?",Environment - Energy
"Male 72% 72% 71% 71% 71%  Female 28% 28% 29% 29% 29%  Executives by gender?+  Male 82% 79% 80% 79% 78%  Female 18% 21% 20% 21% 22%  Employees by employment type’  Regular employees n/a 73% 80% 89% 93%  Long-term plant contractors n/a 27% 20% 1% 7%  By age group7*  Under 30 years of age n/a 15% 15% 15% 14%  30-50 years of age n/a 73% 73% 72% 72%  Over 50 years of age n/a 12% 12% 13% 14%  ] On March 31, 2024, the Group had a headcount of approximately 69,500 worldwide.",Environment - Energy
2 Includes Lenovo regular employees only.,Environment - Energy
Data excludes:  - Consultants and vendors working through a contract agency or third-party performing services or consulting on site for a brief  time and hence excluded from the scope.,Environment - Energy
"- Contractors who usually perform non-critical, non-core jobs and their employment decisions, including pay and benefits, are  made by the third-party employer - and hence excluded from the scope.",Environment - Energy
- Supplemental students who are interns or who are hired for a very short window of time and hence excluded from the scope.,Environment - Energy
3 Employment type and geographical data is aligned with the FY 2023/24 Financial Annual Report.,Environment - Energy
Americas represent North America  and Latin America.,Environment - Energy
"EMEA represents Europe, Middle East, and Africa.",Environment - Energy
4 Gender and age categories include an “undeclared” category representing less than 1% of the population.,Environment - Energy
"104 Lenovo Group Limited 2023/24 Environmental, Social and Governance Report  US employees by race/ethnic background (%)  Asian 17% 17% 17% 17% 17%  Black or African American 8% 8% 9% 9% 9%  Hispanic or Latinx 6% 6% 6% 7% 7%  White 66% 66% 65% 63% 63%  Remaining under-represented groups?",Environment - Energy
2% 2% 2% 3% 3%  No data 1% 1% 1% 1% 1%  US executives by race/ethnic background (%)  Asian 18% 18% 18% 20% 21%  Black or African American 3% 2% 2% 2% 2%  Hispanic or Latinx 6% 7% 8% 7% 5%  White 72% 72% 72% 70% 68%  Remaining under-represented groups?,Environment - Energy
1% 1% 1% 1% 1%  No data O% O% O% 1% 2%  US employees in technical roles by race/ethnic background (%)  Asian 27% 26% 26% 27% 26%  Black or African American 6% 7% 8% 8% 8%  Hispanic or Latinx 5% 5% 5% 5% 6%  White 60% 60% 58% 56% 55%  Remaining under-represented groups?,Environment - Energy
2% 2% 2% 2% 2%  No data 1% 1% 2% 2% 2%  ] Employee representation data includes Lenovo regular employees only.,Environment - Energy
Totals may differ from the exact sums of individual numbers due to rounding.,Environment - Energy
"2 Remaining under-reopresented groups - Alaskan Native, Hawaiian, Pacific Islander, or Two or More Races.",Environment - Energy
"Lenovo Group Limited 2023/24 Environmental, Social and Governance Report 105  FY 2019/20 2020/21 2021/22 2022/23 2023/24  Total turnover rate of employees 8% 8% 1% 7% 5%  By region?",Environment - Energy
Americas n/a 6% 12% 8% 5%  Asia Pacific (excluding China) n/a 7% 1% 10% 8%  China n/a 10% 12% 6% 4%  EMEA n/a A% 7% 7% 5%  By gender*  Male n/a 8% 11% 7% 5%  Female n/a 8% 11% 7% 6%  By age group’  Under 30 years of age n/a 16% 21% 11% 9%  30-50 years of age n/a 7% 10% 7% 4%  Over 50 years of age n/a 3% 5% 5% 4%  ] Turnover rate data covers voluntary departure of Lenovo regular employees for the full FY 2023/24.,Environment - Energy
Involuntary turnover is planned  exit of Lenovo regular employees which is in alignment with the Company strategy and decisions.,Environment - Energy
"Hence, as a strategic and standard  practice, this is excluded from reporting.",Environment - Energy
2 Employee turnover data includes Lenovo regular employees only.,Environment - Energy
"- Contractors who usually perform non-critical, non-core jobs and their employment decisions, including pay and benefits, are  made by the third-party employer -and hence excluded from the scope.",Environment - Energy
3 Geographical data is aligned with the FY 2023/24 Financial Annual Report.,Environment - Energy
Americas represent North America and Latin America.,Environment - Energy
"Employee training  Percentage of employees trained'2  FY 2019/20 2020/21 2021/22 2022/23 2023/24  Percentage of total employees who took part in n/a n/a 73% 80% 98%  training®  By gender*  Male n/a n/a 41% 37% 36%  Female n/a n/a 58% 62% 62%  By employee category  Individual contributors and contractors n/a n/a 75% 78% 79%  Middle management n/a n/a 23% 21% 20%  Senior management or executives n/a n/a 2% 1% 1%  ] Compared to prior year, the presentation of these figures has changed to enhance transparency and ensure compliance; calculation  methodology remains the same.",Environment - Energy
2 “n/a” for select metrics for previous year(s) due to a system change to enhance the Company’s training initiatives impacting data  availability from past year(s).,Environment - Energy
3 Calculated as number of employees who took part in training via the Company’s learning platform “Grow@Lenovo” divided by the total  number of employees who have access to it at the end of fiscal year.,Environment - Energy
Training taken by employees outside of Grow@Lenovo excluded  due to data availability.,Environment - Energy
4 Gender categories includes an “undeclared” category representing less than 3% of the population.,Environment - Energy
"106 Lenovo Group Limited 2023/24 Environmental, Social and Governance Report  Average number of training hours per employee?",Environment - Energy
"n/a n/a 5 6 9  By gender*  Male n/a n/a 7 8 9  Female n/a n/a 8 8 10  By employee category  Individual contributors and contractors n/a n/a 7 7 9  Middle management n/a n/a 9 8 11  Senior management or executives n/a n/a 7 5 9  ] Compared to prior year, the presentation of these figures has changed to enhance transparency and ensure compliance; calculation  methodology remains the same.",Environment - Energy
3 Calculated as total number of training hours via the Company’s learning platform “Grow@Lenovo” divided by the total number of  employees who have access to it at the end of fiscal year.,Environment - Energy
Training taken by employees outside of Grow@Lenovo excluded due to data  availability.,Environment - Energy
Occupational health and safety (OHS)  Occupational health and safety (OHS)  FY 2019/20 2020/21 2021/22 2022/23 2023/24  Recordable rate 0.03 0.04 0.07 0.08 0.04  Number of employee fatalities O O O O .¢)  Number of contractor fatalities O O O ] ¢)  Fatal work injury rate!,Environment - Energy
"0 0 0 0.002 @)  Lost days 82 143 384 324 174  Lost-time rate 0.03 0.03 0.05 0.05 0.03  Number of ISO 45001: 2018 registered facilities 1 1 1 15 12  Manufacturing employee health and safety training  Average number of hours of training per 35 52 35 45 49  manufacturing employee  ] Calculated by number of fatalities as a result of work-related injury/number of hours worked multiplied by 200,000  Lenovo Group Limited 2023/24 Environmental, Social and Governance Report 107  FY 2019/20 2020/21 2021/22 2022/23 2023/24  Lenovo Foundation and Donor Advised Funds $482,887 $545,552 $872,068 $1,993,187 $743,751  China?",Environment - Energy
